meter_id,X2018_7_1_1h,X2018_7_1_2h,X2018_7_1_3h,X2018_7_1_4h,X2018_7_1_5h,X2018_7_1_6h,X2018_7_1_7h,X2018_7_1_8h,X2018_7_1_9h,X2018_7_1_10h,X2018_7_1_11h,X2018_7_1_12h,X2018_7_1_13h,X2018_7_1_14h,X2018_7_1_15h,X2018_7_1_16h,X2018_7_1_17h,X2018_7_1_18h,X2018_7_1_19h,X2018_7_1_20h,X2018_7_1_21h,X2018_7_1_22h,X2018_7_1_23h,X2018_7_1_24h,X2018_7_1_d,X2018_7_2_d,X2018_7_3_d,X2018_7_4_d,X2018_7_5_d,X2018_7_6_d,X2018_7_7_d,X2018_7_8_d,X2018_7_9_d,X2018_7_10_d,X2018_7_m,X2018_8_m,X2018_9_m,X2018_10_m,X2018_11_m
X5,6.799337015929672,6.608444612785912,6.502226877744391,6.443250178313675,6.410629831917452,6.392714018059463,6.3830020432108,6.377867090740505,6.375285715178323,6.374129011485009,6.373767149696594,6.373848739953232,6.374177737543392,6.374644766718622,6.3751888054076975,6.375775808648835,6.376386782340397,6.377011129440175,6.37764293772838,6.378278908705099,6.378917202096781,6.379556791192249,6.380197103176746,6.380837818469898,156.7195205479452,158.4730410958904,160.22656164383562,161.98008219178084,163.73360273972605,165.48712328767127,167.24064383561648,168.9941643835617,170.7476849315069,172.50120547945212,5673.692191780826,7358.825438356176,8725.915273972605,10674.732794520529,11934.857876712293
X7,1.3085407171038466,1.3187260681321331,1.3273106418034717,1.3345460237666438,1.3406442592943764,1.345784067633589,1.3501160796793197,1.3537672524713444,1.3568445898878827,1.3594382785776955,1.3616243310344425,1.363466813273124,1.3650197223944855,1.3663285690626268,1.3674317112730365,1.3683614784994116,1.3691451191643083,1.3698055992008804,1.3703622751089228,1.3708314612302825,1.3712269078686161,1.371560204265611,1.3718411182435828,1.3720778824682531,50.64877114834366,45.4408177903887,42.85782641597004,41.62529630604344,41.08753649691814,40.90721438968583,40.91078285835634,41.00895730654941,41.15580358752934,41.327690012047626,1340.1263656510712,1507.8734145165943,1640.785691003209,1883.08368024923,2003.8923998017488
X10,2.245585476074359,2.397960876705241,2.522193007766238,2.6234798449069876,2.706059313602889,2.7733866074803855,2.828278756490927,2.873032493786206,2.9095203529427165,2.9392690163234123,2.96352319273705,2.983297697089591,2.9994199110835815,3.0125644015564674,3.023281144917906,3.032018538619994,3.0391421624794557,3.044950074841122,3.049685283586877,3.0535459137874756,3.0566934974202207,3.059259732001194,3.06135199091882,3.0630578160257063,95.4077166769492,87.83760262506404,86.00474337584014,85.74012593006289,85.90417732307189,86.18540259382252,86.49865659253919,86.82066543862368,87.14506736608546,87.47012342699328,2787.02975496144,3084.692492863686,3282.8377266976445,3699.838808978113,3878.1406132599927
X16,3.3143873576993106,3.4234430844748682,3.5105851231287124,3.580216816257276,3.6358566975688724,3.680316285628187,3.7158421516762146,3.74422944030288,3.7669125792440727,3.785037761926794,3.7995208653514894,3.8110937299389662,3.8203411398919815,3.8277303727126664,3.8336348110316885,3.8383528098698823,3.842122772707073,3.845135198161429,3.8475423060057112,3.849465728929132,3.851002658714446,3.8522307574005032,3.85321208159443,3.8539962182314276,121.96577209432657,117.67523073859597,115.88891209379483,115.318709907731,115.33908588181129,115.64626215427856,116.09271620013115,116.60680719848438,117.15374448115405,117.71663278399107,3774.673962990299,4311.681046553549,4701.41684485332,5404.580432813448,5759.061412204966
X18,2.4954915723449966,2.500715379263197,2.504916668149641,2.508293243644186,2.5110046453641317,2.5131795502176995,2.5149217427506305,2.51631493053784,2.517426628044493,2.518311289159752,2.519012833746387,2.5195666854330003,2.520001415198285,2.520340067006274,2.520601226999364,2.520799885857486,2.5209481343351388,2.5210557242477867,2.521130520936243,2.5211788682024743,2.521205882649098,2.521215691079328,2.521211621972243,2.52119635991744,65.58461643835618,66.29423287671234,67.0038493150685,67.71346575342467,68.42308219178084,69.132698630137,69.84231506849316,70.55193150684933,71.26154794520549,71.97116438356166,2363.094753424658,3045.036150684932,3596.1082191780824,4386.920835616439,4894.7063013698635
X20,0.625216164565354,0.8177746093105561,0.9351259420462278,1.0067372295583557,1.0505299812811195,1.0774038399489683,1.0939878348953371,1.1043136606421637,1.1108333444623146,1.115038179337976,1.1178351514121352,1.1197758785582737,1.121195848016959,1.1222990990225865,1.123209725740711,1.124003200724297,1.1247254254565089,1.1254043166577161,1.1260568529356336,1.1266933604717084,1.1273201195231364,1.127940949665493,1.128558173917904,1.1291732051121748,15.559758563660267,60.67493649051513,21.44172649840616,57.38094180509675,26.325473932630526,54.97657474456287,30.416373182967504,53.27880471981139,33.877543588459986,52.14225756742887,1440.091935696182,1948.2252574958063,2356.2805246410126,2921.8014771752964,3298.8101707489745
X26,1.0880369387580464,1.1863269451346246,1.2595182327174976,1.31401985272467,1.3546042813022225,1.3848253250574303,1.4073293128592774,1.424086823654993,1.4365652417265435,1.4458572493204287,1.4527765082064301,1.457928908594374,1.4617656243749315,1.4646226205073016,1.4667500720484716,1.468334270923908,1.4695139387228526,1.470392373960653,1.4710464974924642,1.4715335881469107,1.471896298390635,1.472166389224244,1.4723675113586798,1.4725172762078587,33.6535956300401,33.617454774381805,33.58131391872351,33.545173063065214,33.50903220740692,33.47289135174862,33.436750496090326,33.40060964043203,33.364468784773734,33.32832792911544,1026.4559666501355,991.7246043625132,926.6646051654141,923.3822463126758,860.5268393107327
X30,4.797998782983142,4.527980759508315,4.306683348530785,4.125315662495844,3.976672994728668,3.8548506174134154,3.755009220339021,3.6731826726270946,3.606120470908672,3.5511586153119343,3.5061137838982535,3.4691966016987617,3.43894055902354,3.4141437553721112,3.3938211547621155,3.3771654558519213,3.3635150224496826,3.352327600470356,3.3431587772648603,3.335644327633034,3.3294857452278883,3.3244383845961356,3.3203017428057002,3.3169114946045455,126.58133063386114,118.86584049736412,117.61622590047735,118.0340988446936,118.8820008983012,119.84080335168126,120.82820595886741,121.82298427253804,122.81966471045995,123.81683568805761,4039.6461905680385,4982.270707346408,5734.119719618493,6868.243379865144,7559.254563991461
X31,0.2669199151166212,0.3172447709133909,0.3567403303913832,0.3877369262838597,0.41206343208907215,0.43115516999293246,0.4461385983203824,0.4578977752782033,0.46712652050949444,0.4743693521166362,0.4800536145352742,0.48451469288094207,0.4880158014752487,0.4907635141221317,0.4929199524577258,0.4946123515157186,0.49594056689949206,0.4969829665022104,0.49780105440047007,0.49844309974232703,0.4989469847427984,0.4993424398254033,0.49965279778845373,0.4998963704961159,11.200726036180711,11.317452072361421,11.434178108542131,11.55090414472284,11.66763018090355,11.78435621708426,11.90108225326497,12.01780828944568,12.13453432562639,12.2512603618071,401.50011394563217,513.6738347152946,603.9080341201524,734.4027691330202,817.5166803308547
X32,0.23150124398095948,0.3306252401341286,0.3928252348743798,0.4318555352640962,0.4563469255748688,0.4717151956974489,0.4813587366954748,0.4874100282356961,0.491207194578666,0.49358990447461926,0.4950850474142444,0.49602324489002925,0.49661196084503323,0.4969813782487482,0.49721318650365876,0.4973586454520036,0.4974499204830062,0.4975071952768866,0.49754313502928116,0.4975656871104791,0.497579838470254,0.49758871840384955,0.4975942905341548,0.4975977870283351,11.822905405405411,11.822905405405411,11.822905405405411,11.822905405405411,11.822905405405411,11.822905405405411,11.822905405405411,11.822905405405411,11.822905405405411,11.822905405405411,366.51006756756794,366.51006756756794,354.6871621621625,366.51006756756794,354.6871621621625
