eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
background,,com.kmong.kmong,3.3.5,SM-G611K,samsung,Android7.1.1,fc57c86c-3ac3-43f5-863d-51266e73cf89,,,,,,,,2018-09-28T07:00:00+09:00,8f55aa5c-d91d-4a9d-9443-8e7cb94c5472,,True
launch,,com.kmong.kmong,3.3.5,SM-G955N,samsung,Android8.0.0,df094494-3746-4ca3-afe3-7dfb8772cb4b,,,,,,,,2018-09-28T07:00:00+09:00,3c16846e-36fb-4666-9d5e-6ee7da3b003d,,True
launch,,com.kmong.kmong,3.3.2,SM-N920K,samsung,Android7.0,57225aca-0fab-47c4-a41b-64c6e0f4b9e8,,,,,,,,2018-09-28T07:00:02+09:00,9f33c785-7358-4982-9801-6b6c988d94f8,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4,999BE607-AA92-4EE5-A21C-F1763CCED234,unattributed,unattributed,,,,home.view,,2018-09-28T07:00:02+09:00,0c8cb898-3b5d-49b8-83fd-140b120d0f57,False,True
launch,False,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,2628eda7-dca4-4033-b9f3-6cd6ef451425,unattributed,unattributed,,,,,,2018-09-28T07:00:04+09:00,f88f0a76-6ea7-4bf9-b490-bfcc41f5e215,False,False
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4,999BE607-AA92-4EE5-A21C-F1763CCED234,unattributed,unattributed,,,,category_gig.view,1.0,2018-09-28T07:00:05+09:00,102a73af-8326-4888-92f5-84a807e8a555,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,2628eda7-dca4-4033-b9f3-6cd6ef451425,unattributed,unattributed,,,,home.view,,2018-09-28T07:00:06+09:00,6794e746-66fe-4852-8a19-bccd682bd3d8,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,2628eda7-dca4-4033-b9f3-6cd6ef451425,unattributed,unattributed,,,,inbox.view,,2018-09-28T07:00:07+09:00,5fea6a55-b2a8-478d-be80-c5ada86800a4,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,2628eda7-dca4-4033-b9f3-6cd6ef451425,unattributed,unattributed,,,,home.view,,2018-09-28T07:00:08+09:00,2f883e5f-7692-4956-8b26-804ba2dffaeb,False,True
goal,True,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,1df27c1b-c478-4fb9-9ad8-9df297cd4e86,unattributed,unattributed,,,,gig_detail_option.click,1005.0,2018-09-28T07:00:09+09:00,79213e83-9c0b-429d-aca5-72a759372917,True,True
exit,,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,2628eda7-dca4-4033-b9f3-6cd6ef451425,,,,,,,,2018-09-28T07:00:10+09:00,566f2407-c909-4a55-96f7-202df4f2464f,,True
foreground,,com.kmong.kmong,3.3.5,SM-G955N,samsung,Android8.0.0,df094494-3746-4ca3-afe3-7dfb8772cb4b,,,,,,,,2018-09-28T07:00:14+09:00,0f955eb2-d133-446d-9c90-c4951bbdcd41,,True
goal,False,com.kmong.kmong,3.3.5,SM-G955N,samsung,Android8.0.0,df094494-3746-4ca3-afe3-7dfb8772cb4b,unattributed,unattributed,,,,category_gig.view,108.0,2018-09-28T07:00:14+09:00,1f2b9afa-cc84-414f-9198-545a048325b8,False,True
