eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,9CF17340-C640-4CE9-B9C5-47F24148E40C,unattributed,unattributed,,,,inbox_detail.view,,2018-09-28T13:00:00+09:00,67181da2-cda1-4c73-9d75-f5432b76bcab,False,True
goal,False,com.kmong.kmong,3.3.5,SM-A530N,samsung,Android7.1.1,318f2135-e154-4555-92e3-865f95f4c5e0,unattributed,unattributed,,,,menu.view,,2018-09-28T13:00:00+09:00,def17228-804a-416c-a3a5-3349e1ba146e,False,True
goal,False,com.kmong.kmong,3.3.5,LM-Q725S,LGE,Android8.1.0,103c1deb-1c64-4f0c-8710-ecdba9eacc67,unattributed,unattributed,,,,search.view,,2018-09-28T13:00:00+09:00,7683fca9-06bd-4c39-9e19-408f26196117,False,True
goal,False,com.kmong.kmong,3.3.5,LM-G710N,LGE,Android8.0.0,9bd222c3-c5cd-4333-a788-5cb3dec88aa9,app-market,google-play,,organic,,inbox_detail.view,,2018-09-28T13:00:00+09:00,fdfdcb65-6ba9-4718-a7d3-db30ab0f0517,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.2.1,54A15538-A75C-4CCA-BE73-2D330475B0BF,unattributed,unattributed,,,,seller_selling_history.view,,2018-09-28T13:00:00+09:00,8cf10848-7402-47ec-859f-8605858a4bfa,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,9CF17340-C640-4CE9-B9C5-47F24148E40C,unattributed,unattributed,,,,inbox.view,,2018-09-28T13:00:01+09:00,406c77d7-1763-48c2-800b-fb1009c0e834,False,True
goal,False,com.kmong.kmong,3.3.5,SM-A530N,samsung,Android7.1.1,318f2135-e154-4555-92e3-865f95f4c5e0,unattributed,unattributed,,,,home.view,,2018-09-28T13:00:01+09:00,f4a3819f-e3bb-4471-bbb6-d44958198157,False,True
foreground,,com.kmong.kmong,3.3.3,LG-F700L,LGE,Android6.0.1,faf89362-3d6f-47f6-bab0-9eaf9034471b,,,,,,,,2018-09-28T13:00:01+09:00,c7170298-c656-495b-a652-624329cfb932,,True
background,,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.3.1,AB534ADE-320A-4338-AB7F-AF70402BA172,,,,,,,,2018-09-28T13:00:01+09:00,cb6f56e2-e122-4070-b668-d4aa068ebcfb,,True
background,,com.kmong.kmong,3.3.5,SM-G920K,samsung,Android7.0,49ad01f7-f059-4868-9834-2379ba22e831,,,,,,,,2018-09-28T13:00:02+09:00,eedfc7a8-d7b8-4ac8-a952-786b8f00f1bd,,True
