eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
background,,com.kmong.kmong,3.3.5,LGM-X800L,LGE,Android7.0,fc659c94-f09f-4dce-92b8-63711afc1777,,,,,,,,2018-09-28T06:00:00+09:00,504a4a31-5783-4c79-bb82-19d5f7be4589,,True
goal,False,com.kmong.kmong,3.3.5,LGM-X800L,LGE,Android7.0,fc659c94-f09f-4dce-92b8-63711afc1777,unattributed,unattributed,,,,inbox_detail.view,,2018-09-28T06:00:04+09:00,1c7f6bd2-038b-44d5-8fde-7abc3327a06f,False,True
foreground,,com.kmong.kmong,3.3.5,LGM-X800L,LGE,Android7.0,fc659c94-f09f-4dce-92b8-63711afc1777,,,,,,,,2018-09-28T06:00:04+09:00,dc667aaf-992d-4f4a-9839-5963f3c0a559,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.3,CAE63FF9-B765-4733-AC72-A45C805EE33D,viral,WEB,,,,search.view,,2018-09-28T06:00:05+09:00,9ed45f7c-6545-4628-b87c-5b83eadc2b7f,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.3,CAE63FF9-B765-4733-AC72-A45C805EE33D,viral,WEB,,,,search_gig.view,,2018-09-28T06:00:08+09:00,52edf4b8-0140-49f5-84d8-3a9d272adef1,False,True
background,,com.kmong.kmong,3.3.5,SM-N910S,samsung,Android6.0.1,a0eca435-0225-4e6f-b730-274a90a64ab4,,,,,,,,2018-09-28T06:00:10+09:00,7b0c377b-3815-4f31-ba58-be2db1e3e85d,,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,E587C3FD-551E-46F6-875B-91C8219046C0,,,,,,,,2018-09-28T06:00:10+09:00,3d70e29f-cfb9-462d-87d1-91d5f23ab794,,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.3,CAE63FF9-B765-4733-AC72-A45C805EE33D,viral,WEB,,,,gig_detail.view,1001.0,2018-09-28T06:00:14+09:00,17d8fa75-2ebf-4f9d-be25-12450865c203,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.3,CAE63FF9-B765-4733-AC72-A45C805EE33D,viral,WEB,,,,search_gig.view,,2018-09-28T06:00:27+09:00,7f1cc1ec-df41-45f0-8dd1-67e80caace8d,False,True
background,,com.kmong.kmong,3.3.2,SM-N916S,samsung,Android6.0.1,a5d51610-a835-48c9-9bbb-be481c401e72,,,,,,,,2018-09-28T06:00:32+09:00,4d4514ad-c6f0-41cf-90c7-649e7a967397,,True
