eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,94CEE32A-EF28-46A7-8D51-954919A569D8,unattributed,unattributed,,,,inbox.view,,2018-09-28T01:00:01+09:00,04f4947a-e8b7-4951-8cb1-58b6b34ae386,True,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,1e492001-acd7-4924-95c3-77d1a2fec772,unattributed,unattributed,,,,home.view,,2018-09-28T01:00:01+09:00,6835c3b5-8897-4a3d-b666-00b7f9d30b7e,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,94CEE32A-EF28-46A7-8D51-954919A569D8,unattributed,unattributed,,,,menu.view,,2018-09-28T01:00:02+09:00,b21ad01d-a239-4725-ada3-4133ca327843,False,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,94CEE32A-EF28-46A7-8D51-954919A569D8,unattributed,unattributed,,,,account_setting_profile.click,,2018-09-28T01:00:05+09:00,28132880-a689-4395-87a8-db911d7e9194,True,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,53D17165-29E5-428D-8430-66ACCD3217A8,unattributed,unattributed,,,,gig_detail.view,101.0,2018-09-28T01:00:05+09:00,b234cf16-a4d4-4150-b8b1-61f6fcf14e06,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G930S,samsung,Android8.0.0,a3b89a23-034a-4f4c-8414-adda3dc711cd,unattributed,unattributed,,,,seller_profits_history.click,,2018-09-28T01:00:05+09:00,708fce5c-5813-4b37-8a82-8c0f01adbde1,False,True
background,,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.3,9A8DFF03-517C-4214-B1A5-3D2C1B1D3D47,,,,,,,,2018-09-28T01:00:06+09:00,1303fb0f-c880-4e1b-93b2-e5cfa3dee259,,True
background,,com.kmong.kmong,3.3.5,SM-G930S,samsung,Android8.0.0,a3b89a23-034a-4f4c-8414-adda3dc711cd,,,,,,,,2018-09-28T01:00:08+09:00,cf4df033-81e7-48ef-9729-cd5354fa1bb8,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,53D17165-29E5-428D-8430-66ACCD3217A8,unattributed,unattributed,,,,inbox_detail.view,,2018-09-28T01:00:10+09:00,83ff77d7-2516-4ef3-8d46-f7a705d595e5,False,True
background,,com.kmong.iOS,4.0.1,iPhone,Apple,iOS10.3.3,2CCB7202-5B65-4F15-BF26-460F5DF4D874,,,,,,,,2018-09-28T01:00:11+09:00,ca4e5e3f-1bd9-4360-9f54-3e81a61187cd,,True
goal,True,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,1e492001-acd7-4924-95c3-77d1a2fec772,unattributed,unattributed,,,,category_gig.view,7.0,2018-09-28T01:00:11+09:00,61399463-fbdf-480d-b458-a07753a4894b,True,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,0AB81A3E-1683-4C75-B93D-4FD5AEDB7C40,unattributed,unattributed,,,,category_gig.view,6.0,2018-09-28T01:00:12+09:00,818afdb2-129d-4d0f-b5cd-012dd0e225f2,False,True
launch,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,E65FF114-02B2-4ABD-B31D-D0BC8148FEF1,unattributed,unattributed,,,,,,2018-09-28T01:00:14+09:00,8222af20-ee55-46ea-a26f-37de8ec76428,False,False
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,53D17165-29E5-428D-8430-66ACCD3217A8,unattributed,unattributed,,,,inbox_detail.view,,2018-09-28T01:00:14+09:00,e8167d15-5e57-442b-99ed-dc6ad641bb00,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,94CEE32A-EF28-46A7-8D51-954919A569D8,unattributed,unattributed,,,,menu.view,,2018-09-28T01:00:15+09:00,b0945a01-118a-46fe-ad48-9af8ce071bf0,False,True
foreground,,com.kmong.kmong,3.3.5,SM-G930S,samsung,Android8.0.0,d3179286-12c9-4406-9c48-2b6b718d180b,,,,,,,,2018-09-28T01:00:15+09:00,86e7df7b-ddac-426b-b260-f1d57a762b81,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,E65FF114-02B2-4ABD-B31D-D0BC8148FEF1,unattributed,unattributed,,,,home.view,,2018-09-28T01:00:15+09:00,cf46035d-296f-4983-be54-9b1881a80ba5,False,True
