eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
goal,False,com.kmong.kmong,3.3.5,SM-N920S,samsung,Android6.0.1,c2dad4fb-05a3-4079-827b-005b7e3ea5a2,unattributed,unattributed,,,,home.view,,2018-09-29T07:00:00+09:00,b041f653-6cc0-44d0-a045-0650ae5c3ba9,False,True
launch,False,com.kmong.kmong,3.3.5,SM-J727S,samsung,Android7.0,6ec4b5f0-9087-4ce7-9884-2c8f0282b7e3,unattributed,unattributed,,,,menu.view,,2018-09-29T07:00:01+09:00,17a0c379-268c-4674-a627-5b72ebdfcd4c,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,62355154-7bf1-4d16-8f5c-1adf143c55b3,app-market,google-play,,organic,,home.view,,2018-09-29T07:00:01+09:00,0505f4e9-a484-4361-b444-1f55a4a28101,False,True
install,True,com.kmong.kmong,3.3.5,SM-A510S,samsung,Android7.0,51e2b0e6-48e0-44f1-bc73-40ac098cd4e2,viral,m_naver,design,cpc,의류패턴,,,2018-09-29T07:00:02+09:00,27d0c007-cfdf-4357-9683-dd489c47f0e4,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920S,samsung,Android6.0.1,c2dad4fb-05a3-4079-827b-005b7e3ea5a2,unattributed,unattributed,,,,notification.view,,2018-09-29T07:00:03+09:00,921e8ea6-6698-495d-9f27-2c8519c444c6,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,62355154-7bf1-4d16-8f5c-1adf143c55b3,app-market,google-play,,organic,,menu.view,,2018-09-29T07:00:05+09:00,1d8094ca-3d39-4edc-aeab-dc43ff14eadb,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,153f2b75-2906-4ba5-8b01-31e730ffdddb,unattributed,unattributed,,,,category_gig.view,1008.0,2018-09-29T07:00:06+09:00,e7683ca7-5f45-408d-b091-b8398e8c8361,False,True
launch,False,com.kmong.kmong,3.3.5,LGM-G600L,LGE,Android8.0.0,cd2cd3d5-d201-42af-acb3-3722e433e14a,paid,google.adwords,1431863900,,,,,2018-09-29T07:00:06+09:00,d2f18a0d-8e2b-4b79-bd83-131a59b7782b,False,False
goal,False,com.kmong.kmong,3.3.5,SM-N920S,samsung,Android6.0.1,c2dad4fb-05a3-4079-827b-005b7e3ea5a2,unattributed,unattributed,,,,notification_detail.click,,2018-09-29T07:00:06+09:00,d4cc3473-924d-4abb-93cd-587e980c08c5,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,62355154-7bf1-4d16-8f5c-1adf143c55b3,app-market,google-play,,organic,,buyer_order_history.view,,2018-09-29T07:00:07+09:00,542504ae-fb06-4dce-9ee4-3d78cc725dfb,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,5DF88625-EAE2-4DF4-B171-43499D9681CC,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T07:00:08+09:00,9d54b72e-b0eb-41cc-9334-faf1f3777dbc,False,True
goal,False,com.kmong.kmong,3.3.5,LGM-G600L,LGE,Android8.0.0,cd2cd3d5-d201-42af-acb3-3722e433e14a,paid,google.adwords,1431863900,,,home.view,,2018-09-29T07:00:08+09:00,f22b5f57-090f-4e12-8a6f-fb811549bf12,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,62355154-7bf1-4d16-8f5c-1adf143c55b3,app-market,google-play,,organic,,buyer_order_track.view,,2018-09-29T07:00:08+09:00,b2315270-bb8d-410c-b26a-32fcc3b1e349,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920S,samsung,Android6.0.1,c2dad4fb-05a3-4079-827b-005b7e3ea5a2,unattributed,unattributed,,,,notification.view,,2018-09-29T07:00:11+09:00,cc74053b-cf01-4465-971e-35dfbcd01054,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,5DF88625-EAE2-4DF4-B171-43499D9681CC,,,,,,,,2018-09-29T07:00:12+09:00,0618ad63-c6a1-42f0-9335-bf114b07ce6c,,True
goal,False,com.kmong.kmong,3.3.5,Mi A1,Xiaomi,Android8.1.0,bc87ef5a-18ff-4dee-af89-0f5c866ba818,unattributed,unattributed,,,,search_gig.view,,2018-09-29T07:00:13+09:00,22505f9a-4c96-4fb0-bb82-787b4efc7120,False,True
goal,True,com.kmong.kmong,3.3.5,SM-A510S,samsung,Android7.0,51e2b0e6-48e0-44f1-bc73-40ac098cd4e2,viral,m_naver,design,cpc,의류패턴,tutorial.view,,2018-09-29T07:00:13+09:00,5157b483-5f42-4d07-b32f-aa4d6af835fe,True,True
