eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,BA409ED8-285F-4DAC-87F6-7C9748E1EA98,unattributed,unattributed,,,,search_gig.view,,2018-09-29T02:00:00+09:00,9cf5ef51-dfe5-4b42-a8fe-f13c03cc53f0,False,True
goal,True,com.kmong.iOS,4.0.3,iPhone,Apple,iOS10.2,55DE3DC8-F944-402A-AA69-F49AF385CEE8,unattributed,unattributed,,,,gig_detail.view,1004.0,2018-09-29T02:00:01+09:00,efa61c34-f147-40de-8059-47c388a24911,False,True
goal,True,com.kmong.kmong,3.3.5,SM-A520K,samsung,Android8.0.0,7bd04e0e-d71a-44e7-806e-d31493295e31,stranger,google,mweb-app-install,cpc,,search.view,,2018-09-29T02:00:01+09:00,084c5141-0b0f-48f1-9394-04ca562e7259,True,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.3,BE01B99C-090B-4F71-8F21-4F6AA367060D,unattributed,unattributed,,,,search_gig_filter.view,,2018-09-29T02:00:01+09:00,36368ce1-9f35-41f3-9750-5772eafaf3d2,False,True
goal,False,com.kmong.iOS,4.0.3,iPhone,Apple,iOS10.2,55DE3DC8-F944-402A-AA69-F49AF385CEE8,unattributed,unattributed,,,,category_gig.view,10.0,2018-09-29T02:00:02+09:00,3bacde96-e0e6-42cb-bbb3-5bb508da466d,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,1279236b-e811-4288-bab7-135322ac1821,unattributed,unattributed,,,,category_gig.view,1008.0,2018-09-29T02:00:02+09:00,baa1f1b1-ca34-4f3a-ac01-501d84600fab,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,B1CCE465-4C25-4A46-A1A9-E2C4313F8F81,unattributed,unattributed,,,,search_gig.view,,2018-09-29T02:00:02+09:00,2903b858-ea7c-4901-a972-37071d49ff72,False,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,410D3FCF-47C4-427F-9393-13D6A6557B78,unattributed,unattributed,,,,gig_detail.view,724.0,2018-09-29T02:00:03+09:00,4b0615f5-1dfe-4797-aebe-34e80a3c9ac4,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G935K,samsung,Android8.0.0,cabb1200-6ccb-4fb3-bcdd-9ed1c008230d,unattributed,unattributed,,,,search_gig.view,,2018-09-29T02:00:04+09:00,5c38f740-cdb6-4f71-8732-a257d1a9aa37,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.3,BE01B99C-090B-4F71-8F21-4F6AA367060D,unattributed,unattributed,,,,search_gig.view,,2018-09-29T02:00:05+09:00,ef13bfc4-aa20-42f4-800c-c99287fe57ba,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS10.3.3,701EB3E4-641F-47B5-B962-547A9D587D06,,,,,,,,2018-09-29T02:00:07+09:00,98b0219d-ca10-45db-aa46-9e0cc3b45250,,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,D32E5240-31CE-448F-B63F-50F456C50DFC,,,,,,,,2018-09-29T02:00:08+09:00,29383464-f958-4763-b26e-91ea3bb0b004,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,B1CCE465-4C25-4A46-A1A9-E2C4313F8F81,unattributed,unattributed,,,,search.view,,2018-09-29T02:00:10+09:00,523b6702-d599-4857-a3fc-87491aeea559,False,True
launch,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,4dcfd2b3-1175-49e3-bd5e-c6347f9d9d00,unattributed,unattributed,,,,,,2018-09-29T02:00:10+09:00,dbed509d-9738-415e-bd75-03a99ae38e72,False,False
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,85A7A662-7F63-44A8-A056-CBABEDD8F3A8,unattributed,unattributed,,,,gig_detail.view,1005.0,2018-09-29T02:00:10+09:00,9a054b37-e007-4cc0-b0a5-b519d0a5eb16,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.3,BE01B99C-090B-4F71-8F21-4F6AA367060D,unattributed,unattributed,,,,search.view,,2018-09-29T02:00:10+09:00,38d73e8a-bbb7-420a-88aa-95fb01a9d8d8,False,True
goal,False,com.kmong.kmong,3.3.5,LGM-G600S,LGE,Android8.0.0,d1e11204-cfe0-42c6-9b36-94b57e8ba331,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T02:00:10+09:00,031ceea4-b4f2-4f60-8b90-2844a2575092,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,317A9C13-74C8-4F9E-A0EA-46D811302BD9,,,,,,,,2018-09-29T02:00:11+09:00,3deb8014-c4e8-48fe-8857-51e74ef76226,,True
goal,False,com.kmong.kmong,3.3.5,LGM-G600S,LGE,Android8.0.0,d1e11204-cfe0-42c6-9b36-94b57e8ba331,unattributed,unattributed,,,,inbox.view,,2018-09-29T02:00:11+09:00,d3ba4865-d46e-427a-ae96-3915ec0c935a,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,D32E5240-31CE-448F-B63F-50F456C50DFC,,,,,,,,2018-09-29T02:00:11+09:00,3d63d35e-73fb-4de5-8cbe-65a2e0f427a8,,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,1279236b-e811-4288-bab7-135322ac1821,unattributed,unattributed,,,,category_gig.view,1008.0,2018-09-29T02:00:11+09:00,56a14420-6cc6-4e05-bd8d-c547faed8022,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,B1CCE465-4C25-4A46-A1A9-E2C4313F8F81,unattributed,unattributed,,,,search_gig.view,,2018-09-29T02:00:12+09:00,f4d3113c-ccd1-4906-a664-a96bd5106a1e,False,True
goal,True,com.kmong.kmong,3.3.5,SM-A520K,samsung,Android8.0.0,7bd04e0e-d71a-44e7-806e-d31493295e31,stranger,google,mweb-app-install,cpc,,category_list.view,,2018-09-29T02:00:12+09:00,9d6b8308-380e-4583-b270-3984cd06b250,True,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,1279236b-e811-4288-bab7-135322ac1821,unattributed,unattributed,,,,menu.view,,2018-09-29T02:00:13+09:00,f410807b-0d28-4fae-9a20-8934f584a480,False,True
goal,False,com.kmong.kmong,3.3.5,SM-A520K,samsung,Android8.0.0,7bd04e0e-d71a-44e7-806e-d31493295e31,stranger,google,mweb-app-install,cpc,,home.view,,2018-09-29T02:00:14+09:00,0f2a30c0-8fa5-4aa0-94b8-ffa08351bdae,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G935K,samsung,Android8.0.0,cabb1200-6ccb-4fb3-bcdd-9ed1c008230d,unattributed,unattributed,,,,gig_detail.view,228.0,2018-09-29T02:00:14+09:00,0a232cd5-0e37-4d36-acd2-e8097823698e,False,True
goal,True,com.kmong.kmong,3.3.5,SM-A520K,samsung,Android8.0.0,7bd04e0e-d71a-44e7-806e-d31493295e31,stranger,google,mweb-app-install,cpc,,category_gig.view,2.0,2018-09-29T02:00:14+09:00,5ea96c10-4936-4b1d-80d8-21ed82a4a58d,True,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.3,BE01B99C-090B-4F71-8F21-4F6AA367060D,unattributed,unattributed,,,,home.view,,2018-09-29T02:00:14+09:00,085c4fbf-3299-4771-af12-0b28e0b27b8b,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,1279236b-e811-4288-bab7-135322ac1821,unattributed,unattributed,,,,buyer_coupon_history.click,,2018-09-29T02:00:15+09:00,52fb7a71-16f4-45d2-b28e-7e8ddfe84c36,False,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,BECC2022-3CC8-46E1-8F99-024CACCED5FF,,,,,,,,2018-09-29T02:00:15+09:00,97bc1c57-db36-47c0-a1cc-d624bf153a9e,,True
