eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
goal,True,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,1aff57f8-cfcf-44ea-a341-f7c5b88c2838,viral,WEB,,,,search_gig_filter.view,,2018-09-29T17:00:00+09:00,66527e82-cfb5-4ba9-861a-6acd711800f3,True,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,5BE6D138-78EA-416D-B23E-C937C3584DEA,unattributed,unattributed,,,,home.view,,2018-09-29T17:00:00+09:00,384e7f04-e936-4411-9d6d-6b47ba0e757c,False,True
background,,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,efd71be3-4377-4d46-84d1-44e36cf08afa,,,,,,,,2018-09-29T17:00:01+09:00,1a3fe387-46c8-4deb-9800-d59fbcc6fe9a,,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,004ae4cb-4d37-4ab9-83de-9ffd0ed0c54d,unattributed,unattributed,,,,home.view,,2018-09-29T17:00:01+09:00,62685052-b358-45d2-89cf-2ae06293ad88,False,True
goal,True,com.kmong.kmong,3.3.5,LGM-V300S,LGE,Android8.0.0,58ceddfb-fe07-42d9-9b67-87388eb49152,paid,google.adwords,1431863900,,,gig_detail.view,212.0,2018-09-29T17:00:01+09:00,85d69e17-d9bb-45e7-87d4-82f9efe4807a,False,True
exit,,com.kmong.kmong,3.3.2,SM-G955N,samsung,Android8.0.0,91cd4bdc-cdc5-420c-ab83-db8b634351be,,,,,,,,2018-09-29T17:00:02+09:00,9b04f814-9f75-4ec3-af32-fbe9bf7b678c,,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,004ae4cb-4d37-4ab9-83de-9ffd0ed0c54d,unattributed,unattributed,,,,home.view,,2018-09-29T17:00:02+09:00,b7760b99-f042-4b7c-9833-ac3b430ddb08,False,True
goal,False,com.kmong.kmong,3.3.2,SM-G955N,samsung,Android8.0.0,91cd4bdc-cdc5-420c-ab83-db8b634351be,unattributed,unattributed,,,,seller_selling_history.view,,2018-09-29T17:00:02+09:00,2e6bf446-f734-40a4-8e58-f3ec8e56fcb5,False,True
launch,False,com.kmong.kmong,3.3.5,LG-F800K,LGE,Android8.0.0,2865ac0b-258b-4fd4-b8d8-f76107d453f5,unattributed,unattributed,,,,home.view,,2018-09-29T17:00:02+09:00,48bb09ec-bc24-487d-a961-c84859d8b03a,False,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,5BE6D138-78EA-416D-B23E-C937C3584DEA,unattributed,unattributed,,,,category_gig.view,11.0,2018-09-29T17:00:02+09:00,d5505157-89aa-48d5-8b81-0d096496646a,False,True
