eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
background,,com.kmong.kmong,3.3.5,LG-F750K,LGE,Android6.0.1,a034744f-0e28-4291-a51a-e8cb9ab60f54,,,,,,,,2018-09-29T10:00:00+09:00,d1ad3028-4952-4a1a-a774-98b20c6fd74b,,True
goal,False,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android6.0.1,4f6738bb-aa44-4e7b-8df6-7e15542ed676,viral,WEB,,,,home.view,,2018-09-29T10:00:00+09:00,a292be0a-07df-462f-9758-619d5779d232,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A6344F53-E05C-4C72-BD39-345582333D42,unattributed,unattributed,,,,buyer_order_history.view,,2018-09-29T10:00:00+09:00,3067b840-9b30-4354-8ec7-a683a0e4cecf,False,True
goal,False,com.kmong.kmong,3.3.5,LGM-V300S,LGE,Android8.0.0,16b7acdd-f713-4966-a223-2170626f09ea,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T10:00:01+09:00,a2b5daee-d9df-4209-8f12-06dddbc67b2a,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G930S,samsung,Android8.0.0,e46d73ae-f407-4d84-b720-bae49b645384,paid,google.adwords,1569347016,,,home.view,,2018-09-29T10:00:01+09:00,01e48e34-39c0-4fb8-b6e3-2c3e1aaf893a,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A6344F53-E05C-4C72-BD39-345582333D42,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T10:00:01+09:00,82392e37-27e0-4353-9a7e-fda8a92ad617,False,True
exit,,com.kmong.kmong,3.3.5,SM-G920S,samsung,Android7.0,c4216f0b-149a-4ff9-adf9-8f17073cee5e,,,,,,,,2018-09-29T10:00:02+09:00,66c322e1-2018-43a8-895a-18ca25649ce7,,True
goal,False,com.kmong.kmong,3.3.5,Redmi Note 4,Xiaomi,Android7.0,f8d15fcd-c50d-4051-8743-8ea8e62ed662,paid,google.adwords,1569347016,,,inbox_detail.view,,2018-09-29T10:00:04+09:00,19d1fec8-b85d-41b5-b51a-9a0ae037cc57,False,True
launch,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,494BA6EA-7496-4184-83FB-AF8BFD0049BF,unattributed,unattributed,,,,,,2018-09-29T10:00:04+09:00,568bfe1e-3f37-4fe6-91f0-86397c4c0e2a,False,False
goal,False,com.kmong.kmong,3.3.5,LGM-V300S,LGE,Android8.0.0,16b7acdd-f713-4966-a223-2170626f09ea,unattributed,unattributed,,,,home.view,,2018-09-29T10:00:04+09:00,a1ef4ba7-8049-4d81-9f7f-32ffd6dcae09,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G960N,samsung,Android8.0.0,2f341ca2-69f5-40bf-85f8-393b655b38f9,unattributed,unattributed,,,,inbox.view,,2018-09-29T10:00:04+09:00,bc5ee65a-9c3a-4722-99b4-189c7546a11a,False,True
foreground,,com.kmong.kmong,3.3.5,SM-G960N,samsung,Android8.0.0,2f341ca2-69f5-40bf-85f8-393b655b38f9,,,,,,,,2018-09-29T10:00:04+09:00,6f1581b9-7edc-4c0c-8a37-e88a8f590ca9,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,494BA6EA-7496-4184-83FB-AF8BFD0049BF,unattributed,unattributed,,,,home.view,,2018-09-29T10:00:05+09:00,de106b93-e502-4911-86b4-5c30f0756702,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,5fdb7408-6dd9-4215-9d0e-e5c21ac01f3b,unattributed,unattributed,,,,tutorial.view,,2018-09-29T10:00:05+09:00,e931f585-e9a8-43bf-baa8-fad9dedb511b,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G960N,samsung,Android8.0.0,2f341ca2-69f5-40bf-85f8-393b655b38f9,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T10:00:05+09:00,e7b4af0e-b0d1-4d75-9fb6-1995069a8088,False,True
goal,False,com.kmong.kmong,3.3.5,SM-A520L,samsung,Android8.0.0,27645e17-f54a-4429-8c7e-fe22e63b268c,unattributed,unattributed,,,,category_gig.view,3.0,2018-09-29T10:00:05+09:00,9cb9b0c5-a829-46ad-8100-65128cb237c9,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,c02fec41-c1b8-4333-9d78-afa8f247c34a,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T10:00:05+09:00,fb926225-c285-4da8-b4a1-907bf6dcec2d,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,b2b2bd2d-ccbd-4592-a0e6-2cf283bccf21,unattributed,unattributed,,,,notification.view,,2018-09-29T10:00:06+09:00,a6be725f-412d-4aa6-ae68-6c96d58c884c,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,679ee95a-3f57-4cab-b7da-e7eeaa97f1c0,unattributed,unattributed,,,,search_gig.view,,2018-09-29T10:00:06+09:00,b4ec9268-ceba-42ad-aad0-b1b4a2f59bb8,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,b2b2bd2d-ccbd-4592-a0e6-2cf283bccf21,unattributed,unattributed,,,,home.view,,2018-09-29T10:00:06+09:00,0abe8850-5ba6-4032-b603-b6500d9f3215,False,True
goal,False,com.kmong.kmong,3.3.5,SM-A520L,samsung,Android8.0.0,27645e17-f54a-4429-8c7e-fe22e63b268c,unattributed,unattributed,,,,category_gig.view,301.0,2018-09-29T10:00:07+09:00,2d19a92c-d3f7-4555-a61e-6515f3b7e541,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,679ee95a-3f57-4cab-b7da-e7eeaa97f1c0,unattributed,unattributed,,,,gig_detail.view,21701.0,2018-09-29T10:00:07+09:00,474db000-1b5d-4bba-9e85-2d93dd0eea2a,False,True
exit,,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,b2b2bd2d-ccbd-4592-a0e6-2cf283bccf21,,,,,,,,2018-09-29T10:00:07+09:00,7d040cb6-86b6-42dd-99da-4a5d96d8d365,,True
goal,False,com.kmong.kmong,3.3.5,SM-G930S,samsung,Android8.0.0,e46d73ae-f407-4d84-b720-bae49b645384,paid,google.adwords,1569347016,,,category_gig.view,2.0,2018-09-29T10:00:07+09:00,789ccb00-22fa-4d0c-b39b-791fae3d94c1,False,True
background,,com.kmong.kmong,3.3.5,LG-X760E,LG Electronics,Android6.0,f32f129b-175f-432b-80bf-166338294509,,,,,,,,2018-09-29T10:00:07+09:00,0c0c0a60-62dc-41d3-8bbb-ccf42fbc59c3,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,BF4F8EC6-1C2B-4C0F-9654-F31A2DB46A14,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T10:00:08+09:00,bea7b536-31c3-4357-a813-00857dc122cb,False,True
launchInSession,,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,b2b2bd2d-ccbd-4592-a0e6-2cf283bccf21,,,,,,,,2018-09-29T10:00:09+09:00,7ada8731-957a-4132-b4d7-2657f12cec8b,,False
