eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS10.3.2,95D9A9AE-5AE0-4126-9240-D935ECD005A9,,,,,,,,2018-09-29T23:00:00+09:00,61b00978-6566-420b-b6fc-aecc641166ce,,True
foreground,,com.kmong.kmong,3.3.5,SM-G960N,samsung,Android8.0.0,438c5cbd-e187-4353-afa8-92f929bdea3c,,,,,,,,2018-09-29T23:00:00+09:00,b9265e18-9e4e-4611-9bbc-a372a94da4b6,,True
goal,True,com.kmong.kmong,3.3.5,SM-N935K,samsung,Android8.0.0,02e0e7f1-ce98-431b-a927-5daf44b37ffd,unattributed,unattributed,,,,search.view,,2018-09-29T23:00:00+09:00,a6bdd6fc-ba2e-448f-9689-47bfba0941af,True,True
background,,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,4fd1d031-8229-4974-8b5e-201e4f4fd07d,,,,,,,,2018-09-29T23:00:01+09:00,f3dc87ff-675a-42fe-b42e-72ce1b0b01f1,,True
launch,False,com.kmong.kmong,3.3.3,SM-N950N,samsung,Android8.0.0,429659c2-e005-487d-ad71-455dfd95584e,unattributed,unattributed,,,,,,2018-09-29T23:00:01+09:00,4bef0df0-bb34-40ac-b40c-d7bb138a65b6,False,False
goal,False,com.kmong.kmong,3.3.3,SM-N950N,samsung,Android8.0.0,429659c2-e005-487d-ad71-455dfd95584e,unattributed,unattributed,,,,home.view,,2018-09-29T23:00:03+09:00,b2667ffd-8fa6-4474-94ef-daa1dcdcf5a2,False,True
goal,False,com.kmong.kmong,3.3.5,SM-J510L,samsung,Android7.1.1,56ea2800-1b84-4979-b4b2-827043c83b7e,unattributed,unattributed,,,,home.view,,2018-09-29T23:00:03+09:00,434acf84-c959-4ef1-8fe4-90de4c91791d,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,1f2aaa53-7610-48a1-bcb5-f940adc44991,unattributed,unattributed,,,,gig_detail.view,220.0,2018-09-29T23:00:03+09:00,5c991ba3-22f9-4e8d-870c-29acd6ca48fe,False,True
launch,False,com.kmong.kmong,3.3.5,LG-F800S,LGE,Android8.0.0,5e4c44f5-c932-4b5b-af1e-aa451b5f63bd,unattributed,unattributed,,,,,,2018-09-29T23:00:05+09:00,69a659bc-c5d8-4b64-90ed-50a369d0ad68,False,False
launchInSession,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,EB37B19B-1B7C-42F8-9528-8BD2E9984AA5,,,,,,,,2018-09-29T23:00:05+09:00,57e5fa5d-7a17-4824-8be4-3e2c9751100e,,False
goal,True,com.kmong.kmong,3.3.5,SM-N935K,samsung,Android8.0.0,02e0e7f1-ce98-431b-a927-5daf44b37ffd,unattributed,unattributed,,,,search_gig.view,,2018-09-29T23:00:05+09:00,2fa616cb-a8cb-43f7-9db8-d2377829c67d,True,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,14D96343-E34C-4A8A-89D2-34F9624FB0D1,,,,,,,,2018-09-29T23:00:05+09:00,e3c59e69-8cac-47c5-b8ef-2a5cdb45ac2e,,True
