eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
launch,False,com.kmong.kmong,3.3.3,SM-G960N,samsung,Android8.0.0,6dd6f384-3cb0-49c2-b858-bf22cb253b62,unattributed,unattributed,,,,,,2018-09-29T21:00:00+09:00,294580fe-7bee-4872-a282-fe75250efa04,False,False
goal,False,com.kmong.kmong,3.3.5,LG-F650K,LGE,Android6.0.1,e826ad77-40df-46bc-9566-056ac3b30772,app-market,google-play,,organic,,category_list.view,,2018-09-29T21:00:00+09:00,345bf2e0-1541-4d5f-912d-8368249872ff,False,True
launch,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A619B055-83D7-47D1-A77F-AE8320FBEFEC,unattributed,unattributed,,,,,,2018-09-29T21:00:00+09:00,6aaf7b56-3f80-47e6-91f3-398c4f208520,False,False
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,E27EF79E-8890-4F99-A9A4-9507EFE79C85,unattributed,unattributed,,,,menu.view,,2018-09-29T21:00:00+09:00,83d25d4c-435d-4d55-8201-e25a7a085d4e,False,True
launchInSession,,com.kmong.kmong,3.3.5,SM-G930S,samsung,Android8.0.0,a5a1ac9c-c480-46ed-bf71-10699c150319,,,,,,,,2018-09-29T21:00:00+09:00,20c4cc2d-2512-4381-bcde-8a53b93a0323,,False
goal,False,com.kmong.kmong,3.3.5,SM-G930S,samsung,Android8.0.0,a5a1ac9c-c480-46ed-bf71-10699c150319,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T21:00:01+09:00,e335b9dc-7cf5-4209-b60d-fe1c4dac8900,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.1.1,A14BAFD0-6064-46E6-8983-35A1C6A432E7,unattributed,unattributed,,,,search_gig.view,,2018-09-29T21:00:01+09:00,dd69f977-f2b9-4957-a9c8-c140e689d219,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A619B055-83D7-47D1-A77F-AE8320FBEFEC,unattributed,unattributed,,,,home.view,,2018-09-29T21:00:01+09:00,b64377eb-6fb4-4ea8-8795-6868167ebb57,False,True
goal,False,com.kmong.kmong,3.3.5,LG-F650K,LGE,Android6.0.1,e826ad77-40df-46bc-9566-056ac3b30772,app-market,google-play,,organic,,home.view,,2018-09-29T21:00:01+09:00,b387f214-7dec-4fa8-90f0-333305a253a8,False,True
foreground,,com.kmong.kmong,3.3.5,SM-N916K,samsung,Android6.0.1,1c84ee9d-c261-4925-8566-9757075e5a1b,,,,,,,,2018-09-29T21:00:01+09:00,07b52aca-ce9c-4c08-8d99-49be1f0e5067,,True
