eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,5FD1FDEB-2BE1-4A1A-B5BE-6E0B1D09F18A,unattributed,unattributed,,,,thankyou.click,,2018-09-28T21:00:00+09:00,de8082df-2b5c-4a0f-b091-fd641d6c6b5a,True,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,518AEAE3-B7D0-4028-8975-82D9EEB29DFE,unattributed,unattributed,,,,inbox_detail.view,,2018-09-28T21:00:00+09:00,5136ab0b-03df-4444-9fab-501514c647e6,False,True
goal,False,com.kmong.kmong,3.3.5,SM-A510S,samsung,Android7.0,3cc908a6-8498-4c01-b2bd-97595fb63fd4,viral,WEB,,,,buyer_order_track.view,,2018-09-28T21:00:00+09:00,b80f1930-2cec-4139-b706-1675d549990c,False,True
goal,False,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.4.1,1644F1FD-0B23-42E9-8E60-01F3DBB36352,unattributed,unattributed,,,,gig_detail.view,40101.0,2018-09-28T21:00:00+09:00,8e8bd8ee-2fb2-4bc9-8269-54155f37b1f3,False,True
exit,,com.kmong.kmong,3.3.2,SM-N950N,samsung,Android7.1.1,26b35b5f-cee3-471d-a9e2-70cdfaca2910,,,,,,,,2018-09-28T21:00:01+09:00,419f78e3-2cba-410c-b829-1ea1ebcb455f,,True
background,,com.kmong.kmong,3.3.5,SM-A700L,samsung,Android6.0.1,751e5644-7cef-493e-9885-b61634a2c835,,,,,,,,2018-09-28T21:00:01+09:00,6630ef61-df35-4f1e-af20-92273f07305d,,True
goal,False,com.kmong.kmong,3.3.2,SM-N950N,samsung,Android7.1.1,26b35b5f-cee3-471d-a9e2-70cdfaca2910,unattributed,unattributed,,,,inbox_detail.view,,2018-09-28T21:00:01+09:00,792485e7-cfd0-4008-b85b-8f1c83e11532,False,True
goal,False,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.4.1,1644F1FD-0B23-42E9-8E60-01F3DBB36352,unattributed,unattributed,,,,gig_detail.view,40101.0,2018-09-28T21:00:01+09:00,8f377038-cba3-416c-9243-ffa02bbafd87,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,1C6E80CB-6DB1-4394-8236-E418E6376EE5,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-28T21:00:01+09:00,38314894-f6b1-4382-9b1e-230f04893233,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G920S,samsung,Android7.0,18116b6d-d96b-42a9-aa14-aedf2ce0157d,unattributed,unattributed,,,,search_gig.view,,2018-09-28T21:00:02+09:00,c0eea497-5ee0-4e77-b9f5-f5c6307cab2b,False,True
