eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
goal,False,com.kmong.kmong,3.3.5,SM-A530N,samsung,Android7.1.1,3ca427ae-c970-4395-8018-22f1238a3e1a,viral,m_daum,,cpc,,gig_detail.view,101.0,2018-09-29T19:00:00+09:00,9c3dd881-48e3-4d68-b68e-11fc906efbc1,False,True
goal,False,com.kmong.kmong,3.3.5,LGM-X800L,LGE,Android7.0,fbf21311-1e2c-42e4-b576-8efdba7f30b9,unattributed,unattributed,,,,home.view,,2018-09-29T19:00:00+09:00,a6b13391-26c3-498e-bb78-03799d93e5a1,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,B4720E6F-CECF-499F-B865-AF2B1FABC936,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T19:00:00+09:00,8c5718e9-d766-4f49-8919-e3f9431a832c,False,True
launch,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,0BC24866-FB1D-4B28-89B1-FA99C2D528F9,unattributed,unattributed,,,,,,2018-09-29T19:00:00+09:00,81c50818-9a64-4d21-b630-190e475b389c,False,False
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,8D10A55E-4285-4B05-91D3-3231DDD3035D,unattributed,unattributed,,,,inbox.view,,2018-09-29T19:00:01+09:00,cf68958f-b90d-4922-a909-05c90fa6f1e6,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,01950025-CFEF-4435-BF39-AB0CA1A547BB,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T19:00:01+09:00,efb06245-1105-4637-b475-a435c1c4d06c,False,True
exit,,com.kmong.kmong,3.3.5,LGM-X800L,LGE,Android7.0,fbf21311-1e2c-42e4-b576-8efdba7f30b9,,,,,,,,2018-09-29T19:00:01+09:00,da89954a-cdd7-423f-b834-52ba5c258d49,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,0BC24866-FB1D-4B28-89B1-FA99C2D528F9,unattributed,unattributed,,,,home.view,,2018-09-29T19:00:01+09:00,faf0567d-fe64-43ca-8a28-8c5019894cc9,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,63E0E042-CC48-4298-B704-43F6AC14538D,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T19:00:02+09:00,84f9ddba-f6ca-49ec-a303-3e65b5284f58,False,True
background,,com.kmong.kmong,3.3.5,LGM-X800L,LGE,Android7.0,fbf21311-1e2c-42e4-b576-8efdba7f30b9,,,,,,,,2018-09-29T19:00:02+09:00,2ea8d4ba-6c9c-4a9b-aca3-0c833ace0ab6,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,01950025-CFEF-4435-BF39-AB0CA1A547BB,unattributed,unattributed,,,,inbox.view,,2018-09-29T19:00:02+09:00,da9a7d87-b152-4d4a-b3ac-e2a026253cb5,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,6ff46aa1-f872-48b1-865a-e7436dae4c8f,unattributed,unattributed,,,,gig_detail.view,101.0,2018-09-29T19:00:02+09:00,b1828e7b-fdb6-4fe2-9a07-e5599b93f60e,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,8D10A55E-4285-4B05-91D3-3231DDD3035D,,,,,,,,2018-09-29T19:00:03+09:00,da79b81b-fbc5-4e52-a4a4-99431dbea5ca,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,0BC24866-FB1D-4B28-89B1-FA99C2D528F9,unattributed,unattributed,,,,search.view,,2018-09-29T19:00:03+09:00,05bc03c1-e6cd-4e97-b867-22033129e4b7,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,63E0E042-CC48-4298-B704-43F6AC14538D,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T19:00:03+09:00,60857c2d-8e19-4ae4-adaf-9de1c6a57cfe,False,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,07DCBA8A-0FB9-45C8-A9D1-83ED55824C1B,,,,,,,,2018-09-29T19:00:04+09:00,bb6981c8-f1ec-4d8a-84d7-eb759f500f21,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,01950025-CFEF-4435-BF39-AB0CA1A547BB,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T19:00:04+09:00,d96fa257-2039-429f-96a7-f65f5d72f611,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,63E0E042-CC48-4298-B704-43F6AC14538D,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T19:00:05+09:00,fb4a5d7f-3fa8-4e83-97ec-5760b23fac93,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,0BC24866-FB1D-4B28-89B1-FA99C2D528F9,unattributed,unattributed,,,,search_gig.view,,2018-09-29T19:00:06+09:00,894941a6-5d4d-411a-adcd-011bae47769b,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,01950025-CFEF-4435-BF39-AB0CA1A547BB,unattributed,unattributed,,,,inbox.view,,2018-09-29T19:00:06+09:00,4f0b1e5f-f061-4f11-8b15-baef6a1f4176,False,True
launch,False,com.kmong.iOS,4.0.3,iPhone,Apple,iOS11.4.1,4AD26FA3-7FE9-4E59-B873-493268D57BC1,unattributed,unattributed,,,,,,2018-09-29T19:00:06+09:00,a6dc6643-c5ee-4d93-96fc-d001b6c31615,False,False
goal,False,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android8.0.0,434c444a-da53-4860-b873-549b8e99c04d,unattributed,unattributed,,,,home.view,,2018-09-29T19:00:07+09:00,a1432894-3c34-45c4-9a73-bef2ff3d8101,False,True
goal,False,com.kmong.iOS,4.0.3,iPhone,Apple,iOS11.4.1,4AD26FA3-7FE9-4E59-B873-493268D57BC1,unattributed,unattributed,,,,home.view,,2018-09-29T19:00:07+09:00,2a27e64f-746b-41a1-aae3-f9264316adda,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G935K,samsung,Android8.0.0,5eaea8a6-9245-4fec-9f7f-fcd42d561126,unattributed,unattributed,,,,seller_profits_history.click,,2018-09-29T19:00:08+09:00,370caffa-a1ec-482d-ad73-c8699de565a8,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,07DCBA8A-0FB9-45C8-A9D1-83ED55824C1B,unattributed,unattributed,,,,menu.view,,2018-09-29T19:00:08+09:00,17628f69-b630-4529-8fe9-a429093b7795,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android8.0.0,434c444a-da53-4860-b873-549b8e99c04d,unattributed,unattributed,,,,inbox.view,,2018-09-29T19:00:09+09:00,8e78eec3-eeec-489d-87f6-fc1c3ed2db8d,False,True
