eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,4ABE70E9-0D02-412E-A313-B006D38C0355,,,,,,,,2018-09-29T12:00:00+09:00,da8a3a92-2cae-490d-9a3f-ec684fa06955,,True
goal,False,com.kmong.kmong,3.3.2,SM-N950N,samsung,Android8.0.0,b6ebe87d-7f86-4d1b-96b4-53fa9f8cffab,unattributed,unattributed,,,,home.view,,2018-09-29T12:00:00+09:00,1ef04167-e281-45ec-ba8f-78a996260d0f,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G930K,samsung,Android8.0.0,9bbcbdaa-10e4-4c1d-a733-224c376677d9,viral,WEB,,,,inbox_detail.view,,2018-09-29T12:00:00+09:00,52b736ba-4e3e-4045-81e4-76a6746d28e2,False,True
goal,False,com.kmong.kmong,3.3.2,SM-N950N,samsung,Android8.0.0,b6ebe87d-7f86-4d1b-96b4-53fa9f8cffab,unattributed,unattributed,,,,inbox.view,,2018-09-29T12:00:01+09:00,f9fc430e-182c-42ae-9446-240bfc667044,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,BC7FADC9-C67D-43B8-8209-5B8F095685BC,,,,,,,,2018-09-29T12:00:02+09:00,65cb4190-7a7d-4332-80df-c191e84a1d90,,True
launch,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,0e8013dd-9fdb-4a3d-93ef-1d1f414eef6f,unattributed,unattributed,,,,,,2018-09-29T12:00:02+09:00,91030b2f-4e98-4bde-84f3-b1224cb9222a,False,False
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS10.2,6DC26F14-7B70-48E7-AABA-EF8122D54943,unattributed,unattributed,,,,gig_detail.view,60601.0,2018-09-29T12:00:03+09:00,030d85dd-278c-4d15-9b3e-5ab7c3bfb885,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,0e8013dd-9fdb-4a3d-93ef-1d1f414eef6f,unattributed,unattributed,,,,home.view,,2018-09-29T12:00:03+09:00,d8062c1d-0812-4380-978e-e8e22a2b2da3,False,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,BC7FADC9-C67D-43B8-8209-5B8F095685BC,,,,,,,,2018-09-29T12:00:04+09:00,112c1c7d-28f1-48c7-9334-f5615e2899d2,,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,C45C3BB1-8F62-4E27-83B0-B2A6CBEC28E6,,,,,,,,2018-09-29T12:00:05+09:00,957df25c-f83d-4ee9-8dcd-48faa51adb35,,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,0e8013dd-9fdb-4a3d-93ef-1d1f414eef6f,unattributed,unattributed,,,,inbox.view,,2018-09-29T12:00:06+09:00,65c966a5-6b7a-46b3-afb7-dd63f5173c5a,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,BC7FADC9-C67D-43B8-8209-5B8F095685BC,unattributed,unattributed,,,,category_gig.view,3.0,2018-09-29T12:00:06+09:00,f9790f8b-eecf-4f7c-84da-09824a501826,False,True
launch,False,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.2,C6954D12-9728-4710-BCA0-6D9F91A4148B,unattributed,unattributed,,,,,,2018-09-29T12:00:07+09:00,1e7a9ca1-d1d6-4351-8f7f-e0ac6dc0d1a6,False,False
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,BC7FADC9-C67D-43B8-8209-5B8F095685BC,unattributed,unattributed,,,,home.view,,2018-09-29T12:00:07+09:00,03121721-8e7a-41e0-801a-e0eb098b1157,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,0e8013dd-9fdb-4a3d-93ef-1d1f414eef6f,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T12:00:08+09:00,f256f225-24be-4b61-9a9e-69bffd3c4d5e,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS10.2,6DC26F14-7B70-48E7-AABA-EF8122D54943,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T12:00:08+09:00,8f9ad326-03b5-420f-8686-0084ed36b83f,False,True
goal,False,com.kmong.kmong,3.3.2,SM-G960N,samsung,Android8.0.0,8a763703-fa29-40ad-9143-1efcdd28042f,unattributed,unattributed,,,,home.view,,2018-09-29T12:00:10+09:00,d5929b52-84e9-471b-b1b4-fd7fd8c0d10e,False,True
background,,com.kmong.kmong,3.3.2,SM-N950N,samsung,Android8.0.0,b6ebe87d-7f86-4d1b-96b4-53fa9f8cffab,,,,,,,,2018-09-29T12:00:11+09:00,13ceeb1a-9f7d-4a9a-882f-c26300515cb1,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,BC7FADC9-C67D-43B8-8209-5B8F095685BC,unattributed,unattributed,,,,home.view,,2018-09-29T12:00:11+09:00,01f0eee0-57ba-44ca-a3b1-3df0b488c4ba,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,f8eecbe3-e7a0-43a8-b72d-dfcc90ba059a,app-market,google-play,,organic,,home.view,,2018-09-29T12:00:11+09:00,1cb56713-3d23-4e0e-9152-db976925e964,False,True
exit,,com.kmong.kmong,3.3.2,SM-G960N,samsung,Android8.0.0,8a763703-fa29-40ad-9143-1efcdd28042f,,,,,,,,2018-09-29T12:00:12+09:00,79c2a561-e313-44d6-a8f2-5fd1d800bbc7,,True
launch,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,421E0D05-9345-4B75-8B84-D673518D6792,unattributed,unattributed,,,,,,2018-09-29T12:00:12+09:00,9a65070a-517f-4e29-b112-a822f3f731a0,False,False
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,FCF98E58-72A1-4AAD-B3FD-63E6A217D708,,,,,,,,2018-09-29T12:00:13+09:00,0da33b1e-b6d2-453b-a619-98cab2c5cad9,,True
goal,False,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android8.0.0,9d199bea-2bd5-47e6-9412-39503126747d,unattributed,unattributed,,,,category_gig.view,7.0,2018-09-29T12:00:13+09:00,337d1886-c92b-4c8b-a2ea-5c28a2e81fd3,False,True
exit,,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,f8eecbe3-e7a0-43a8-b72d-dfcc90ba059a,,,,,,,,2018-09-29T12:00:13+09:00,020e4650-f00f-4054-a6ff-c731fb8cb1a3,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,421E0D05-9345-4B75-8B84-D673518D6792,unattributed,unattributed,,,,home.view,,2018-09-29T12:00:14+09:00,dc715a9b-7ab0-4558-b6a2-ae4644acd254,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS10.2,6DC26F14-7B70-48E7-AABA-EF8122D54943,unattributed,unattributed,,,,gig_detail.view,60601.0,2018-09-29T12:00:15+09:00,0f76948b-0583-466d-b6db-080f3f8096b3,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS10.2,6DC26F14-7B70-48E7-AABA-EF8122D54943,unattributed,unattributed,,,,search_gig.view,,2018-09-29T12:00:16+09:00,0a59c7ab-c6a0-490e-b4c1-5fb0437c4133,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,BC7FADC9-C67D-43B8-8209-5B8F095685BC,,,,,,,,2018-09-29T12:00:17+09:00,685c4bb3-ae87-4433-80f1-84ee2b176b82,,True
launch,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,08AF8CB1-2465-42EE-9FBD-41C4056C97E5,unattributed,unattributed,,,,,,2018-09-29T12:00:18+09:00,5cb87713-299a-4e10-983b-a7231825b2d2,False,False
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,421E0D05-9345-4B75-8B84-D673518D6792,unattributed,unattributed,,,,inbox.view,,2018-09-29T12:00:18+09:00,b6778afc-1106-4bb7-8baf-91e0613c7165,False,True
goal,False,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.2,C6954D12-9728-4710-BCA0-6D9F91A4148B,unattributed,unattributed,,,,inbox.view,,2018-09-29T12:00:18+09:00,96a8b550-c2c2-458d-8849-37e07efaedff,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS10.2,6DC26F14-7B70-48E7-AABA-EF8122D54943,unattributed,unattributed,,,,gig_detail.view,60601.0,2018-09-29T12:00:19+09:00,5e5c7e6d-94eb-450f-b230-5b482d383b42,False,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,2965B8DF-CB9D-4112-9D6E-FE1CDC88627C,,,,,,,,2018-09-29T12:00:20+09:00,ec6fb08e-594c-4c75-8630-00886a5d2d91,,True
goal,False,com.kmong.kmong,3.3.5,SM-G850K,samsung,Android5.0.2,95392125-df50-4554-97ef-d37f0636b6c3,stranger,(not set),,(not set),,menu.view,,2018-09-29T12:00:20+09:00,1242ee9a-eb44-4480-83fb-a9d96c6980d5,False,True
goal,False,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.2,C6954D12-9728-4710-BCA0-6D9F91A4148B,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T12:00:20+09:00,c7cdc96c-0cbe-42af-ab3d-e233548cbdc3,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,FCF98E58-72A1-4AAD-B3FD-63E6A217D708,,,,,,,,2018-09-29T12:00:20+09:00,b380ecae-6d76-4f00-bea4-9a1d0af14c98,,True
launch,False,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android6.0.1,cfc06379-eba6-4245-8128-7e33ac98ee40,unattributed,unattributed,,,,,,2018-09-29T12:00:21+09:00,b0da18f9-cd22-465c-8134-f08fdf10bce7,False,False
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS10.2,6DC26F14-7B70-48E7-AABA-EF8122D54943,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T12:00:22+09:00,805ead6a-2b5d-4b0f-b970-c70be9adefa3,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android6.0.1,cfc06379-eba6-4245-8128-7e33ac98ee40,unattributed,unattributed,,,,home.view,,2018-09-29T12:00:23+09:00,8048ce87-f49f-43f9-9683-3f609d89d83e,False,True
launch,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,B4097024-0DE5-4A61-B82D-03E5ACA9A80A,unattributed,unattributed,,,,,,2018-09-29T12:00:24+09:00,ae64fbfd-89e7-428f-8a19-6b2e7f75ab95,False,False
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,B4097024-0DE5-4A61-B82D-03E5ACA9A80A,unattributed,unattributed,,,,menu.view,,2018-09-29T12:00:24+09:00,7de1c32b-b3b8-471b-b6a7-df97fcb441a2,True,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,421E0D05-9345-4B75-8B84-D673518D6792,,,,,,,,2018-09-29T12:00:24+09:00,204852f4-5bd0-4ce1-88db-b97003223e9e,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,2265B8FA-CAF0-4EA1-865B-9D4BCC96D41F,unattributed,unattributed,,,,inbox.view,,2018-09-29T12:00:25+09:00,4d1a7bbb-8772-409e-9678-f441cf30665c,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,B4097024-0DE5-4A61-B82D-03E5ACA9A80A,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T12:00:25+09:00,6d5e02fe-b149-4b8a-9949-b7dde17998ab,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,2265B8FA-CAF0-4EA1-865B-9D4BCC96D41F,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T12:00:26+09:00,bb35b9a5-fcfa-4ce1-b820-9ed3ac307462,False,True
background,,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android6.0.1,cfc06379-eba6-4245-8128-7e33ac98ee40,,,,,,,,2018-09-29T12:00:27+09:00,c3bae88c-243e-40f1-8c33-e1177a770e07,,True
goal,False,com.kmong.kmong,3.3.5,SM-G850K,samsung,Android5.0.2,95392125-df50-4554-97ef-d37f0636b6c3,stranger,(not set),,(not set),,home.view,,2018-09-29T12:00:27+09:00,031008ef-2ed5-48a2-8ebb-cdb9b8ea7a03,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS10.2,6DC26F14-7B70-48E7-AABA-EF8122D54943,unattributed,unattributed,,,,gig_detail.view,60601.0,2018-09-29T12:00:27+09:00,bac142ac-1478-4a86-9aa0-592239f04c7c,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G850K,samsung,Android5.0.2,95392125-df50-4554-97ef-d37f0636b6c3,stranger,(not set),,(not set),,search.view,,2018-09-29T12:00:29+09:00,2ef19681-a088-48eb-bb40-311ab4e5aabb,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS10.2,6DC26F14-7B70-48E7-AABA-EF8122D54943,unattributed,unattributed,,,,search_gig.view,,2018-09-29T12:00:29+09:00,58b21ef3-9b22-4834-ba78-73c943c96938,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,8ECCC407-823B-458C-830C-AC322D398951,,,,,,,,2018-09-29T12:00:30+09:00,85377cdf-ccfd-4ee3-8c62-650d1cac3f5a,,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,cfa435aa-3cde-4456-b22d-22b70d44fe18,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T12:00:33+09:00,022e1df3-c116-40b0-9c71-f35c5404f7a6,False,True
launch,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,cfa435aa-3cde-4456-b22d-22b70d44fe18,unattributed,unattributed,,,,,,2018-09-29T12:00:33+09:00,f8465292-f17b-4419-8ea4-283c5324740b,False,False
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS10.2,6DC26F14-7B70-48E7-AABA-EF8122D54943,unattributed,unattributed,,,,gig_detail.view,60602.0,2018-09-29T12:00:33+09:00,7b5477cf-e355-4246-8240-d830064eb86f,False,True
