eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
goal,False,com.kmong.kmong,3.3.3,SM-N920S,samsung,Android7.0,3a0cff78-179b-49a7-8b1c-7fe6a3c78287,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T16:00:00+09:00,446865db-c6b4-423c-bbe9-f882a70777e5,False,True
launch,False,com.kmong.kmong,3.3.3,SM-N920S,samsung,Android7.0,3a0cff78-179b-49a7-8b1c-7fe6a3c78287,unattributed,unattributed,,,,,,2018-09-29T16:00:00+09:00,bfb9eb8e-8112-46e2-ba8e-380eb6d65c84,False,False
foreground,,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,6feb2b4a-9343-4489-8afb-f956fa50d3eb,,,,,,,,2018-09-29T16:00:00+09:00,c514d569-a9ab-487a-b9a0-38cd2965e6cc,,True
background,,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,5b5e157b-5177-4966-9b64-ecdbed1f58df,,,,,,,,2018-09-29T16:00:01+09:00,de915b46-77fe-4bec-bd10-fc01f7430647,,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,32135A01-4115-46AE-8B1F-7FF46473FAE0,,,,,,,,2018-09-29T16:00:01+09:00,15ea6c15-a295-430c-b762-64d971e51dcc,,True
goal,False,com.kmong.kmong,3.3.5,SM-G955N,samsung,Android8.0.0,62d30b6d-efa4-44e1-a93d-4ad6b79f2c94,unattributed,unattributed,,,,notification.view,,2018-09-29T16:00:03+09:00,933c8936-b5e3-48dd-ac21-7629c5bd8a0b,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,EB19E9FD-88B9-4F11-879D-84C39C3A5613,unattributed,unattributed,,,,account_setting_profile.click,,2018-09-29T16:00:03+09:00,28ea49e4-d5ff-4cd3-a267-22bcc2aeb3d9,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,EB19E9FD-88B9-4F11-879D-84C39C3A5613,unattributed,unattributed,,,,menu.view,,2018-09-29T16:00:04+09:00,a8799544-4d30-4892-aeaa-b221e5e79868,False,True
launch,False,com.kmong.kmong,3.3.5,SM-G955N,samsung,Android8.0.0,a2955b56-5d5e-4eb5-b80b-3953f690c305,unattributed,unattributed,,,,,,2018-09-29T16:00:04+09:00,df4147e4-62ef-4037-8efe-eb1479f0b0bc,False,False
background,,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,6feb2b4a-9343-4489-8afb-f956fa50d3eb,,,,,,,,2018-09-29T16:00:04+09:00,e00ddb85-b0cb-4f4d-8374-fa28f0ba5e73,,True
