eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
goal,False,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.4.1,A5EE070F-EAF2-424B-BDCC-BAC9D87F0284,unattributed,unattributed,,,,kmongNotification.view,,2018-09-28T16:00:00+09:00,8ce98fae-240f-422f-afff-a2754d69cb41,False,True
goal,False,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.4.1,A5EE070F-EAF2-424B-BDCC-BAC9D87F0284,unattributed,unattributed,,,,notification.view,,2018-09-28T16:00:00+09:00,f813208f-c0ef-4cfa-b7e2-eb4364e0b265,False,True
background,,com.kmong.kmong,3.3.5,SM-G900L,samsung,Android6.0.1,457ed79d-a67f-4d22-bc67-07c5cb865fa6,,,,,,,,2018-09-28T16:00:00+09:00,f3d30a85-81e1-4166-9ec3-398c5b47453c,,True
goal,False,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,8efd7a3c-b748-4e72-9b9e-204502c0dc4a,viral,WEB,,,,inbox_detail.view,,2018-09-28T16:00:00+09:00,080001eb-b87e-4a08-8088-a62693c549bd,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,1EAFA2D6-FD63-437A-8E95-3F4EF20B171F,,,,,,,,2018-09-28T16:00:00+09:00,be960ffa-12de-459e-856a-a7d75c581e71,,True
launch,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4,189CE3A3-FA6E-4EED-AF67-F35C93262731,unattributed,unattributed,,,,,,2018-09-28T16:00:00+09:00,a3e211f1-f86e-481e-b2e8-2823ed84bc51,False,False
launch,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,f1f12456-c91c-4281-a059-d3d84fb46f74,unattributed,unattributed,,,,,,2018-09-28T16:00:01+09:00,9eed8fbc-87ad-458e-9df9-6cf860a350ab,False,False
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,0CDB18AB-7811-441B-A72A-9600CCE23998,unattributed,unattributed,,,,home.view,,2018-09-28T16:00:01+09:00,3c8d83cd-960b-4995-b344-8ec1d747b92e,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N750S,samsung,Android5.1.1,2eabb2d6-f489-4087-ba4c-e161c0f0140a,unattributed,unattributed,,,,home.view,,2018-09-28T16:00:01+09:00,3e0025bc-5751-42cb-b408-16f532880979,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4,189CE3A3-FA6E-4EED-AF67-F35C93262731,unattributed,unattributed,,,,home.view,,2018-09-28T16:00:01+09:00,1522080b-3559-4e00-a7e6-2b3f3cd953cc,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,05560eaa-66cc-4abd-a429-bf63a9cd18bc,unattributed,unattributed,,,,gig_detail.view,60108.0,2018-09-28T16:00:01+09:00,23f3c5e0-f75f-460d-a2ff-edfbb0e694ae,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4,189CE3A3-FA6E-4EED-AF67-F35C93262731,unattributed,unattributed,,,,menu.view,,2018-09-28T16:00:01+09:00,78de8bd1-d1cf-468b-8e01-adedfff90263,False,True
exit,,com.kmong.kmong,3.3.5,SM-G955N,samsung,Android8.0.0,613faa3a-a86f-4802-9543-2b6e7b77f6a6,,,,,,,,2018-09-28T16:00:01+09:00,168e32bd-5375-4487-97bd-e474df29f854,,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,d176e46f-a54b-43de-86d8-e18d82d5e39a,unattributed,unattributed,,,,inbox.view,,2018-09-28T16:00:01+09:00,061cf17b-3a70-4bcd-9498-294ab523e583,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,45a32288-e41c-41f4-8743-664a74e78c58,unattributed,unattributed,,,,gig_detail.view,60301.0,2018-09-28T16:00:01+09:00,440306b3-08e8-44fd-bca3-2263e217f5d4,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,8efd7a3c-b748-4e72-9b9e-204502c0dc4a,viral,WEB,,,,inbox.view,,2018-09-28T16:00:01+09:00,ee8ebf20-f750-426e-9d6a-206ea7ce8d22,False,True
goal,False,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.4.1,A5EE070F-EAF2-424B-BDCC-BAC9D87F0284,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-28T16:00:02+09:00,737cb7ba-3bd9-4180-8019-c80481cd973d,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4,189CE3A3-FA6E-4EED-AF67-F35C93262731,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-28T16:00:02+09:00,0d4aa4a9-6d54-4552-bbe1-abd331187404,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,f1f12456-c91c-4281-a059-d3d84fb46f74,unattributed,unattributed,,,,home.view,,2018-09-28T16:00:02+09:00,2f8a93b6-e956-454c-804c-e02fa9e58b10,False,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,8064F8EF-8AB8-4422-996E-6C7996707F09,,,,,,,,2018-09-28T16:00:02+09:00,0e798d1e-62ab-4e63-a933-59e550149d70,,True
background,,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,2b78906e-8f27-4845-9f1f-3b3a8a7f1470,,,,,,,,2018-09-28T16:00:02+09:00,257ba5fd-60e2-4d03-8268-1314c6f1bcd2,,True
goal,False,com.kmong.kmong,3.3.3,LM-G710N,LGE,Android8.0.0,84d27bea-8b56-432e-ad8f-3df1b19aad9d,unattributed,unattributed,,,,search_gig.view,,2018-09-28T16:00:03+09:00,7eb75ee9-1884-4b35-aa94-a6ebb2eb5f0c,False,True
goal,False,com.kmong.kmong,3.3.3,LM-G710N,LGE,Android8.0.0,84d27bea-8b56-432e-ad8f-3df1b19aad9d,unattributed,unattributed,,,,search.view,,2018-09-28T16:00:03+09:00,d45c318c-f2d7-4d72-a1dd-54e57b457493,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,0CDB18AB-7811-441B-A72A-9600CCE23998,,,,,,,,2018-09-28T16:00:03+09:00,dac72847-e10e-4093-b852-e87799ffc025,,True
foreground,,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,2b78906e-8f27-4845-9f1f-3b3a8a7f1470,,,,,,,,2018-09-28T16:00:03+09:00,6ca76a32-fcac-45b7-becb-99c4b2bf88a8,,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,45a32288-e41c-41f4-8743-664a74e78c58,unattributed,unattributed,,,,home.view,,2018-09-28T16:00:03+09:00,10600076-4e69-4ff7-a576-ca2f20563d67,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,fc9b8595-5988-407e-8df4-3b3887355822,unattributed,unattributed,,,,inbox_detail.view,,2018-09-28T16:00:04+09:00,969d22c1-379a-41ec-805b-16741a5a31b0,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,2b78906e-8f27-4845-9f1f-3b3a8a7f1470,unattributed,unattributed,,,,inbox.view,,2018-09-28T16:00:04+09:00,1e879154-5525-4e4a-9a52-64a3bef1cefa,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,45a32288-e41c-41f4-8743-664a74e78c58,unattributed,unattributed,,,,inbox.view,,2018-09-28T16:00:04+09:00,4bf4f0ba-1cb3-43d5-9cd3-1e5c54b02058,False,True
goal,False,com.kmong.kmong,3.3.5,SM-A810S,samsung,Android8.0.0,1d83236e-801d-41cc-8cf8-ea43677a0405,unattributed,unattributed,,,,home.view,,2018-09-28T16:00:05+09:00,63eab8f2-91c0-4bae-9c08-aac28dc54893,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,e5c4ec2b-0874-4f77-90da-78145b87c110,unattributed,unattributed,,,,inbox_detail.view,,2018-09-28T16:00:05+09:00,710284e0-953e-45fc-ba06-7c1ebc9b3316,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,05560eaa-66cc-4abd-a429-bf63a9cd18bc,unattributed,unattributed,,,,inbox_detail.view,,2018-09-28T16:00:05+09:00,0ca460f0-5a99-457f-8428-574bab2d76c0,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,f1f12456-c91c-4281-a059-d3d84fb46f74,unattributed,unattributed,,,,inbox.view,,2018-09-28T16:00:05+09:00,2f2e4bf6-f851-4a04-9d53-06a6813c1cb7,False,True
install,True,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,7aa7cd7b-5d57-4e2d-b42b-2cabd28fe634,stranger,google,mweb-app-install,cpc,,,,2018-09-28T16:00:05+09:00,9d1ee030-2bf7-45df-89e8-463ef466c0da,False,True
background,,com.kmong.iOS,4.0.3,iPhone,Apple,iOS11.4.1,989626CA-42D9-455C-AC5D-3900F8438C27,,,,,,,,2018-09-28T16:00:05+09:00,bb689b34-4b9f-4b19-9ff0-17d4f4fb2ac2,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,8064F8EF-8AB8-4422-996E-6C7996707F09,unattributed,unattributed,,,,home.view,,2018-09-28T16:00:05+09:00,eac8f088-9947-4072-be73-b1497c891bfd,False,True
goal,False,com.kmong.kmong,3.3.5,SM-P555S,samsung,Android7.1.1,f82a784e-8d5f-4b22-9f31-b4f7483c8559,app-market,google-play,,organic,,gig_detail.view,101.0,2018-09-28T16:00:05+09:00,38bc5f4f-020e-4e6f-9f57-d78d36bd2b16,False,True
