eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.3.1,03E978F8-B749-4762-9C09-2F7165536C49,unattributed,unattributed,,,,gig_detail.view,101.0,2018-09-28T08:00:01+09:00,ea2dffbd-a234-48a1-8c67-90c03c5ced19,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,2FE95CA1-ED26-4A95-ACB0-9836814F2175,unattributed,unattributed,,,,home.view,,2018-09-28T08:00:02+09:00,e7c3055a-30a9-45c6-8387-4bb5b79c3cfb,False,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,2FE95CA1-ED26-4A95-ACB0-9836814F2175,,,,,,,,2018-09-28T08:00:03+09:00,3633fadd-78e0-4a89-ac87-8b9aa2da32c4,,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,F7603C1E-5619-4639-8732-9C154CB58CCB,viral,WEB,,,,gig_detail.view,112.0,2018-09-28T08:00:04+09:00,8d5a3853-14b0-4bcd-853e-f3cafed28828,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,90066805-CDF3-4393-9607-6B3744A2D4F5,unattributed,unattributed,,,,gig_detail.view,219.0,2018-09-28T08:00:05+09:00,e4e5f9dc-e643-4a42-a382-6ef4aad9afa7,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,2FE95CA1-ED26-4A95-ACB0-9836814F2175,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-28T08:00:06+09:00,78825b2d-fe60-4da5-b77a-d0c312416226,False,True
launch,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,98C36ACB-47E4-4D38-A845-E1BA36FFE7E2,unattributed,unattributed,,,,,,2018-09-28T08:00:11+09:00,3af281b4-f59e-4efc-9daa-11cdb13d6dbe,False,False
launch,False,com.kmong.kmong,3.3.5,SM-N920S,samsung,Android7.0,2a918f5c-d39f-4697-92b2-46ee8a29f840,unattributed,unattributed,,,,,,2018-09-28T08:00:12+09:00,164d4651-6753-4ec7-aecd-b08a326449ec,False,False
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,98C36ACB-47E4-4D38-A845-E1BA36FFE7E2,unattributed,unattributed,,,,inbox.view,,2018-09-28T08:00:13+09:00,c59c6a3f-6ad1-483e-8f95-16caa06da158,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920S,samsung,Android7.0,2a918f5c-d39f-4697-92b2-46ee8a29f840,unattributed,unattributed,,,,home.view,,2018-09-28T08:00:15+09:00,3a06d726-625e-4f7d-8cb4-da53ac6a3aae,False,True
