eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,2783573E-AFC6-48B3-95BC-454D3DE02498,unattributed,unattributed,,,,menu.view,,2018-09-29T14:00:00+09:00,577e4531-44bb-4c1e-8bdb-de67618c34a0,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4,B1BC679A-B96F-4024-B0B6-E3975EA2B3BE,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T14:00:00+09:00,21a9313b-2bb0-4c98-a21c-248e17daa87a,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,241BDE74-DC6C-44E0-835F-908986F01708,,,,,,,,2018-09-29T14:00:01+09:00,5add4e28-ce68-40be-9f56-c0ffef9f46ba,,True
launch,False,com.kmong.kmong,3.3.5,SM-J730K,samsung,Android7.0,fd195bca-8128-4593-a6dd-c8b4b150a48f,unattributed,unattributed,,,,,,2018-09-29T14:00:02+09:00,e5788954-d68f-42bc-b9e0-ff96a5205424,False,False
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,6feb2b4a-9343-4489-8afb-f956fa50d3eb,unattributed,unattributed,,,,profile.click,,2018-09-29T14:00:03+09:00,5cb00559-67ea-488e-9e03-8b9fa980e8b4,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,E797828C-CDBB-46B2-9943-35147B1AED3B,,,,,,,,2018-09-29T14:00:03+09:00,8ce4cff5-b772-4266-a799-eea700e62bda,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,0DB4BD3A-9127-40F5-99C6-279775A7EE01,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T14:00:04+09:00,56dc6b7c-6269-4490-ba6a-fa9530b046ad,False,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,0DB4BD3A-9127-40F5-99C6-279775A7EE01,,,,,,,,2018-09-29T14:00:04+09:00,0e200758-5959-45c6-8ec7-2fbcc01b1419,,True
launch,False,com.kmong.iOS,4.0.1,iPhone,Apple,iOS11.4,8F55F232-5DF6-4934-8289-FE72143921C8,unattributed,unattributed,,,,,,2018-09-29T14:00:04+09:00,f63ceb49-6d7b-4fce-9f53-f9f2dd0a089d,False,False
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,2783573E-AFC6-48B3-95BC-454D3DE02498,unattributed,unattributed,,,,home.view,,2018-09-29T14:00:04+09:00,34400356-9ed3-4c49-8727-82779802911f,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,820e3f7c-cd89-48b2-8709-9efe98eae602,viral,WEB,,,,home.view,,2018-09-29T14:00:05+09:00,42c7a98a-6560-4eae-8c5a-bab0ed91f176,False,True
goal,False,com.kmong.kmong,3.3.2,SM-N900K,samsung,Android5.0,0fd703d5-3522-4bc5-9f5b-597686e284f4,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T14:00:05+09:00,859d4922-a918-4ce8-9705-cbf51f6bd39e,False,True
foreground,,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,f843b97f-c93e-4e8a-a7b9-d7a982c5119e,,,,,,,,2018-09-29T14:00:06+09:00,ee7c7b52-bbf7-404f-93f1-33ae3f8307bb,,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,f843b97f-c93e-4e8a-a7b9-d7a982c5119e,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T14:00:06+09:00,be026816-2c42-4039-85e4-712795761423,False,True
exit,,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,820e3f7c-cd89-48b2-8709-9efe98eae602,,,,,,,,2018-09-29T14:00:06+09:00,0e8a8841-d9fa-498c-a850-42520a16db23,,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,AB00C0FA-8652-4083-A2EE-B577C232E2B6,,,,,,,,2018-09-29T14:00:06+09:00,7d6c710e-a1ad-4d14-8978-700c7a22b85d,,True
