eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,84C7C525-D65D-4150-8BAC-28D5428865A0,,,,,,,,2018-09-29T00:00:00+09:00,9a549821-1280-4a7b-af25-0fc9f3c2c3c3,,True
launch,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,3FAC7559-D086-449B-BC18-C651D8984099,unattributed,unattributed,,,,,,2018-09-29T00:00:00+09:00,75db8585-7ac4-4950-bf09-48c88393d36c,False,False
foreground,,com.kmong.kmong,3.3.5,SM-C710F,samsung,Android7.1.1,97210db1-ff7d-413e-8a3c-a52f1cd7eea5,,,,,,,,2018-09-29T00:00:02+09:00,7d7446ae-2145-4a01-8b86-6df069ec01f9,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,84C7C525-D65D-4150-8BAC-28D5428865A0,unattributed,unattributed,,,,inbox.view,,2018-09-29T00:00:02+09:00,8e1a4dd7-31de-442e-b36d-4815e63ee425,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,FEEC5EC8-D7DE-4DD0-BDDB-6516F57D1F8E,viral,WEB,,,,buyer_order_track.view,,2018-09-29T00:00:02+09:00,eef97bac-b045-46d3-8d9a-d682699a0c36,False,True
goal,False,com.kmong.kmong,3.3.5,SM-C710F,samsung,Android7.1.1,97210db1-ff7d-413e-8a3c-a52f1cd7eea5,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T00:00:03+09:00,8a35f593-1763-44ca-9e6d-5e3b353dcca4,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,154fad98-65f5-495f-aeb1-e83fe123a0f4,unattributed,unattributed,,,,buyer_order_history.view,,2018-09-29T00:00:03+09:00,0b0ece14-a94f-45df-b630-30ec2f13407c,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,154fad98-65f5-495f-aeb1-e83fe123a0f4,unattributed,unattributed,,,,menu.view,,2018-09-29T00:00:04+09:00,bada1ca7-3390-4e8a-ae52-92200ebd1ad2,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,154fad98-65f5-495f-aeb1-e83fe123a0f4,unattributed,unattributed,,,,home.view,,2018-09-29T00:00:04+09:00,a4e5dcf4-cce6-45ba-ac92-d1e82ddab1b1,False,True
goal,False,com.kmong.kmong,3.3.5,SM-C710F,samsung,Android7.1.1,97210db1-ff7d-413e-8a3c-a52f1cd7eea5,unattributed,unattributed,,,,home.view,,2018-09-29T00:00:05+09:00,a7eb511d-297d-4735-94a7-d4b3b5ab3601,False,True
