eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
goal,False,com.kmong.kmong,3.3.5,LGM-X100L,LGE,Android7.1.2,5859c7a2-bc33-4ec1-9ca1-a2873e8ceb9e,unattributed,unattributed,,,,inbox_detail.view,,2018-09-28T12:00:00+09:00,46f587f0-1d5b-4aba-aea8-d3c90f0430a3,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.3,5C6B8415-02D3-494B-9FFA-42FFAF02C496,,,,,,,,2018-09-28T12:00:00+09:00,1be3a128-5d87-4ea7-9a3c-0c6846b87019,,True
launch,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,55FCC5AA-0BCD-4C02-98D8-2C5F20B32113,unattributed,unattributed,,,,,,2018-09-28T12:00:01+09:00,7bcfe3c2-9e91-4f3f-abfb-41df335c8c55,False,False
background,,com.kmong.iOS,4.0.1,iPhone,Apple,iOS12.0,86AE1F3A-29E7-431B-A54D-9D54860666F8,,,,,,,,2018-09-28T12:00:01+09:00,051da52c-0762-4cf9-bf59-e49194e67731,,True
background,,com.kmong.kmong,3.3.2,SM-G960N,samsung,Android8.0.0,c31345b7-0cac-4f00-af38-8b07db9e4d2c,,,,,,,,2018-09-28T12:00:02+09:00,0ef2b9a8-6b50-4e9d-9f57-ebb6fec249da,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,55FCC5AA-0BCD-4C02-98D8-2C5F20B32113,unattributed,unattributed,,,,home.view,,2018-09-28T12:00:02+09:00,0a81b04e-a5c8-4c49-914c-19a511eeca8f,False,True
launch,False,com.kmong.kmong,3.3.5,SM-N920K,samsung,Android7.0,0b712a05-894f-4f0b-9629-99999b659177,unattributed,unattributed,,,,,,2018-09-28T12:00:02+09:00,18dc189f-ddae-48d9-bce2-ddb258eb5bd1,False,False
goal,False,com.kmong.kmong,3.3.5,SM-G930L,samsung,Android8.0.0,75da5295-6bc6-4162-80bc-7e68c18bc298,app-market,google-play,,organic,,search.view,,2018-09-28T12:00:03+09:00,1b30fc44-705e-42be-9366-c29ed239987b,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920K,samsung,Android7.0,0b712a05-894f-4f0b-9629-99999b659177,unattributed,unattributed,,,,home.view,,2018-09-28T12:00:04+09:00,fb470324-10d7-4593-b917-bc427cd0e33b,False,True
background,,com.kmong.kmong,3.3.5,SM-G930L,samsung,Android8.0.0,95f1dfaf-d7ef-4834-afb3-f45072e05ad5,,,,,,,,2018-09-28T12:00:05+09:00,4bffd2ec-0dee-49c0-bc45-d95856810fb4,,True
