eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4,603F5EAB-FDC1-4D41-8BDC-8FAEB53B3AC1,,,,,,,,2018-09-28T02:00:01+09:00,cc1667ca-ebd0-4b70-a564-12e20afbf552,,True
exit,,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,86f354b0-6066-4bcf-976a-72f6f0def6f8,,,,,,,,2018-09-28T02:00:01+09:00,434a42b0-cf82-4ced-96f6-7291430379e6,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,9CF17340-C640-4CE9-B9C5-47F24148E40C,unattributed,unattributed,,,,tutorial.view,,2018-09-28T02:00:01+09:00,4c3eee35-39b2-4f66-837e-7b3e75e14c04,False,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4,603F5EAB-FDC1-4D41-8BDC-8FAEB53B3AC1,,,,,,,,2018-09-28T02:00:01+09:00,ba5ca04d-0393-47ae-9c5a-98f302ac82af,,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4,603F5EAB-FDC1-4D41-8BDC-8FAEB53B3AC1,unattributed,unattributed,,,,kmongCash_history.click,,2018-09-28T02:00:02+09:00,f285db9c-7247-45e1-9691-c6025469bb50,True,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,12d95aa4-dc72-40dd-8c88-25c43283dbc5,unattributed,unattributed,,,,inbox_detail.view,,2018-09-28T02:00:02+09:00,00d6caa2-6b6b-4e64-9214-8cae8d521e60,False,True
exit,,com.kmong.kmong,3.3.2,SM-N916S,samsung,Android6.0.1,a5d51610-a835-48c9-9bbb-be481c401e72,,,,,,,,2018-09-28T02:00:03+09:00,5480f99a-c3b3-4f74-93a1-e9bd56e465d4,,True
launchInSession,,com.kmong.kmong,3.3.2,SM-N916S,samsung,Android6.0.1,a5d51610-a835-48c9-9bbb-be481c401e72,,,,,,,,2018-09-28T02:00:03+09:00,3efe0882-e11a-4f48-ab52-7ec0aa85a9d2,,False
goal,False,com.kmong.kmong,3.3.2,SM-N916S,samsung,Android6.0.1,a5d51610-a835-48c9-9bbb-be481c401e72,unattributed,unattributed,,,,home.view,,2018-09-28T02:00:03+09:00,f0e1d406-0f48-4435-bc15-aaa460e6613e,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,9CF17340-C640-4CE9-B9C5-47F24148E40C,unattributed,unattributed,,,,tutorial.view,,2018-09-28T02:00:04+09:00,873724c0-c259-48e8-aae2-eab32b791159,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,12d95aa4-dc72-40dd-8c88-25c43283dbc5,unattributed,unattributed,,,,inbox.view,,2018-09-28T02:00:04+09:00,7b70782b-0033-4d1d-aec0-f3464e8f5752,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4,603F5EAB-FDC1-4D41-8BDC-8FAEB53B3AC1,unattributed,unattributed,,,,menu.view,,2018-09-28T02:00:05+09:00,307165c5-443f-44f7-b635-0751fbd7c044,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,12d95aa4-dc72-40dd-8c88-25c43283dbc5,unattributed,unattributed,,,,inbox_detail.view,,2018-09-28T02:00:05+09:00,e212c2e9-7e67-4feb-a00e-a8a3370d4491,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4,603F5EAB-FDC1-4D41-8BDC-8FAEB53B3AC1,unattributed,unattributed,,,,bookmarks_gig.view,,2018-09-28T02:00:06+09:00,7d4f452f-f68d-46d3-a87e-61f4cccc2054,False,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,9CF17340-C640-4CE9-B9C5-47F24148E40C,unattributed,unattributed,,,,login_sns.view,,2018-09-28T02:00:06+09:00,a7c2e65d-8a68-46ac-83c2-c6669ce29f1a,True,True
goal,False,com.kmong.iOS,4.0.3,iPhone,Apple,iOS11.4.1,F093946E-E8B5-466F-850F-EB569C9567FF,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-28T02:00:06+09:00,6ab44e7d-06c3-4d74-a209-8ea5bac995d0,False,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4,603F5EAB-FDC1-4D41-8BDC-8FAEB53B3AC1,unattributed,unattributed,,,,gig_detail.view,217.0,2018-09-28T02:00:09+09:00,a623ae09-4885-4dea-9c72-a24fd7ff3d1c,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,9CF17340-C640-4CE9-B9C5-47F24148E40C,,,,,,,,2018-09-28T02:00:09+09:00,29f34fdd-4b76-441c-a562-a9d1469b98a7,,True
goal,False,com.kmong.kmong,3.3.5,SM-N920S,samsung,Android7.0,40f45fba-dac8-4fa4-afd9-3a1cdec34811,viral,WEB,,,,category_gig.view,1003.0,2018-09-28T02:00:10+09:00,54f77d2a-deab-477f-a86e-09632d2b17bc,False,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,9CF17340-C640-4CE9-B9C5-47F24148E40C,,,,,,,,2018-09-28T02:00:11+09:00,47101716-ffaf-4891-a694-0efc6acaaa09,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4,603F5EAB-FDC1-4D41-8BDC-8FAEB53B3AC1,unattributed,unattributed,,,,bookmarks_gig.view,,2018-09-28T02:00:12+09:00,57384357-6470-4b32-9d2d-442526127bb2,False,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4,603F5EAB-FDC1-4D41-8BDC-8FAEB53B3AC1,unattributed,unattributed,,,,gig_detail.view,22203.0,2018-09-28T02:00:12+09:00,5cfa586c-fdbb-4644-8657-bb2ca38d41d6,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4,603F5EAB-FDC1-4D41-8BDC-8FAEB53B3AC1,unattributed,unattributed,,,,bookmarks_gig.view,,2018-09-28T02:00:14+09:00,fafd7e55-10ec-4dfc-a323-0bd9ab22b55b,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.2.5,7CCD0DD0-49EF-4732-9231-4531C8CA078F,unattributed,unattributed,,,,category_gig.view,2.0,2018-09-28T02:00:14+09:00,2d12b247-42cf-439e-bac7-82d533684f23,False,True
goal,False,com.kmong.iOS,4.0.3,iPhone,Apple,iOS11.4.1,F093946E-E8B5-466F-850F-EB569C9567FF,unattributed,unattributed,,,,home.view,,2018-09-28T02:00:14+09:00,662d6c1c-9165-4a7e-b300-940f6f660dd2,False,True
