eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,28fefce2-a7e4-4be3-abb4-feccbb678a1d,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-28T20:00:00+09:00,1d90c856-7553-4687-8343-4863e6411d75,False,True
background,,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,96a59800-2b16-469a-8e9a-ac72a4358b51,,,,,,,,2018-09-28T20:00:00+09:00,e6cb6cca-4eec-4f4a-b868-49e9ed4890da,,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,83ceeaf5-6a05-412a-a795-098bb32fbe51,unattributed,unattributed,,,,inbox.view,,2018-09-28T20:00:00+09:00,2f06bd01-cad4-43ef-a7fc-82a7deac66e8,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920K,samsung,Android7.0,f6849570-7ed3-40d9-89ca-83bade91cfbf,unattributed,unattributed,,,,home.view,,2018-09-28T20:00:00+09:00,00db624d-8828-4a7a-8ce8-00d5d4bc829c,False,True
launch,False,com.kmong.kmong,3.3.2,SM-G920K,samsung,Android7.0,93b854a0-9c9b-4946-9526-f98255c58695,unattributed,unattributed,,,,,,2018-09-28T20:00:01+09:00,e183d313-2024-4f90-b442-9afd3ab29516,False,False
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,fc99ea15-1d78-48a2-a5b2-ceffcaf20dfa,unattributed,unattributed,,,,inbox.view,,2018-09-28T20:00:01+09:00,c1e2e16b-785f-4dad-8eac-77402340452f,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,0873A851-94FB-473F-8D31-56D14B71BBD9,unattributed,unattributed,,,,seller_selling_history.view,,2018-09-28T20:00:01+09:00,ae3d7cf3-211a-4b45-aec1-ca7d77944b5d,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,83ceeaf5-6a05-412a-a795-098bb32fbe51,unattributed,unattributed,,,,inbox_detail.view,,2018-09-28T20:00:02+09:00,9f412d07-c27c-4f9b-8852-7c0f9c652052,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,6C2B7849-D202-4C09-B879-A2CC667B65AA,unattributed,unattributed,,,,inbox_detail.view,,2018-09-28T20:00:03+09:00,994b0926-ed98-4350-9fb2-da70a0c4d925,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,fc99ea15-1d78-48a2-a5b2-ceffcaf20dfa,unattributed,unattributed,,,,inbox_detail.view,,2018-09-28T20:00:03+09:00,787a2ac5-5b79-4c14-aaf8-4e1b1778c42d,False,True
