id,count
0,101.91591
1,182.4775
2,23.62188
4,41.74817
5,55.814785
10,206.53389
11,277.06323
12,282.08228
15,26.158234
17,137.1901
18,305.80383
23,237.35371
25,100.08384
26,51.15587
31,190.79367
39,185.58144
40,32.347713
41,99.63858
42,348.93546
43,196.25475
51,227.74117
52,98.881096
54,-20.935923
60,120.83807
61,84.55072
62,70.44846
63,18.794802
65,139.11989
66,131.31621
68,189.93944
71,38.159813
80,33.133183
82,48.078964
94,122.73899
98,310.35364
101,33.975887
102,110.930305
107,134.17834
112,287.96875
113,60.54648
115,-8.624912
116,147.55116
120,190.47922
121,82.77557
122,338.25375
132,209.48709
143,32.008034
147,20.403399
150,46.400784
151,55.619408
152,235.50987
153,82.41283
155,132.86938
156,70.66075
159,163.80423
161,165.25394
163,77.10544
177,172.00139
186,18.443563
188,35.69487
190,92.204605
191,115.83688
192,280.7888
195,281.6496
200,172.31767
209,311.1115
210,31.963705
211,236.90921
214,117.66238
215,43.749615
218,120.01785
219,45.889477
222,165.58942
225,25.145832
228,302.6544
236,246.68803
241,41.731277
242,180.11275
243,230.68187
245,28.144043
247,224.36046
251,70.33865
252,87.25951
253,67.620705
254,99.72545
258,340.4371
260,57.581264
261,126.10099
265,112.16139
266,249.9436
267,297.76556
269,203.17723
270,77.125824
275,133.06047
278,17.552526
279,66.708626
286,77.576324
287,51.613697
288,172.45438
289,167.72578
293,30.554495
294,167.39476
297,34.0556
302,67.43852
303,70.80862
304,28.397793
307,91.09287
309,16.821562
311,216.01945
312,87.893585
314,175.51376
315,239.74023
319,182.92809
322,155.80699
323,67.69631
325,121.39467
327,221.26463
330,22.414444
332,213.60095
333,54.42211
338,126.15634
341,102.27179
345,80.44576
348,123.69296
349,51.870518
350,160.23389
352,34.125057
355,29.609823
356,236.35455
358,4.150729
363,88.73054
369,94.24645
371,62.697346
372,138.46164
375,288.0485
380,87.07917
388,77.51307
391,93.35496
392,196.48135
393,311.5229
394,170.51227
396,10.881055
401,23.144867
407,72.84967
409,110.591705
410,102.67457
416,98.1321
418,149.6575
420,186.35594
421,262.06165
422,100.45158
424,283.29816
428,277.28827
429,206.44006
431,172.45235
435,12.206283
439,156.16115
441,-36.199806
447,58.92781
449,170.45268
451,151.13496
452,-22.286638
454,213.82523
458,213.1304
463,88.42485
467,1.6146659
470,133.76714
471,180.15485
474,253.05125
478,26.890242
483,99.65285
484,159.39555
485,84.22294
486,102.94028
491,47.528576
494,144.16551
495,206.88766
497,205.42964
499,157.54568
515,50.61262
518,162.79048
521,204.57553
525,172.2246
529,262.0459
532,98.86624
534,55.874245
540,136.72392
544,287.19452
547,216.17284
549,65.114044
563,44.282303
564,154.36333
567,65.714485
572,76.61946
577,158.32414
578,263.34576
585,238.31143
588,175.1535
589,58.92003
590,114.09502
592,8.104072
594,177.7412
596,32.915237
598,361.08215
599,108.10123
605,16.290115
606,120.22993
607,234.2158
608,224.29282
609,64.69672
610,290.8903
611,113.04337
614,202.14206
615,190.28525
616,231.36478
617,110.509224
618,257.07062
624,81.26697
629,130.36594
631,102.252975
633,47.081768
637,-45.973454
638,130.49013
643,39.88385
644,158.96577
645,21.641151
646,204.99615
648,167.37654
650,70.50866
651,154.47144
652,206.03322
656,111.62284
657,9.943532
659,90.529816
660,213.51094
662,126.02088
665,360.19366
675,277.91058
681,162.14946
682,131.77126
685,32.872917
686,210.7526
689,7.941254
696,132.21545
703,145.3519
704,58.439175
705,142.12141
714,220.3001
717,94.79739
718,-25.189518
720,91.71878
721,260.21124
723,189.36734
726,117.951485
728,58.71871
730,194.56593
731,-7.2052126
734,371.33868
737,47.612225
738,46.674927
745,192.64583
746,-20.712011
749,210.28163
752,17.088097
753,150.4773
758,251.27893
765,4.686793
766,236.0538
768,41.321087
769,205.19766
774,153.14566
775,90.24297
781,35.16469
784,300.7309
794,17.413542
795,211.3572
796,51.744995
802,67.78678
803,189.08652
805,9.218135
806,253.59691
807,83.0484
809,3.334208
810,187.91321
812,172.1758
814,103.02045
818,244.92896
819,138.0117
825,65.05266
836,82.072525
839,128.15933
847,288.7029
848,134.61174
