eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,305b2ff5-c4d1-4fb0-a315-9e409a327a64,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T15:00:00+09:00,d76f6988-3fec-463d-a042-d348468dcfa0,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,F2286440-F263-4B8F-A2D7-71CE5F546B03,unattributed,unattributed,,,,home.view,,2018-09-29T15:00:00+09:00,22b5e71e-0e77-4502-bbb7-15f7b11edccf,False,True
launchInSession,,com.kmong.kmong,3.3.5,SM-G920K,samsung,Android7.0,8fe9fa1a-56c9-4aab-9605-6e0efc0f8bcb,,,,,,,,2018-09-29T15:00:01+09:00,c0c83d7f-5bcc-4f29-9cd1-956c45d507a2,,False
goal,False,com.kmong.kmong,3.3.5,SM-G920K,samsung,Android7.0,8fe9fa1a-56c9-4aab-9605-6e0efc0f8bcb,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T15:00:01+09:00,9026095a-de30-4a6f-b4bd-7f2377f0bd9b,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,BD4EC872-DF5A-40E9-BDC7-123A074A4DB6,unattributed,unattributed,,,,account_setting_profile.click,,2018-09-29T15:00:01+09:00,f6d8e81a-fd09-4a0b-92b4-cfcbcef4e472,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,F2286440-F263-4B8F-A2D7-71CE5F546B03,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T15:00:01+09:00,93a06d5c-2191-4095-a678-21dde0cae24b,False,True
launchInSession,,com.kmong.kmong,3.3.5,SM-A810S,samsung,Android8.0.0,44662528-3fb4-45e5-aa55-270531fb74d7,,,,,,,,2018-09-29T15:00:01+09:00,6bd97f16-8274-480e-ab39-3ae1ee8e3280,,False
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.1.1,D5C4664D-2EB9-4228-9CE9-0F24C52BDCBC,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T15:00:01+09:00,986db162-2a68-4206-898e-b04124f1eaae,False,True
goal,False,com.kmong.kmong,3.3.5,Mi A1,Xiaomi,Android8.1.0,fd13d46d-dcbc-4c40-a5a9-913d7b0b9319,viral,WEB,,,,inbox_detail.view,,2018-09-29T15:00:01+09:00,117a1e22-6850-4af9-85e0-cbad9a964b3d,False,True
goal,True,com.kmong.kmong,3.3.5,LG-F700L,LGE,Android6.0.1,48d3d7a6-06ec-4204-a630-7ac1bc6cf848,unattributed,unattributed,,,,gig_detail.view,112.0,2018-09-29T15:00:02+09:00,23167186-9b60-43dc-8522-1040eefa6751,False,True
goal,False,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.4.1,1BE39969-BEAD-45A0-94D0-5A8B3C478348,unattributed,unattributed,,,,category_gig.view,9.0,2018-09-29T15:00:03+09:00,52d6f4da-5b7a-4e09-9f44-52827316d46e,False,True
background,,com.kmong.kmong,3.3.5,SM-N920K,samsung,Android7.0,28482283-9a7f-432d-ac71-146872a453ad,,,,,,,,2018-09-29T15:00:03+09:00,f484b752-c25a-4e6e-bd15-4a488298f8d5,,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,0682EF2B-1A9A-4C91-8BCB-AD502A052208,,,,,,,,2018-09-29T15:00:03+09:00,31dbf9de-73e1-46e2-961b-fd7a2e318abe,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,6A15B617-B7BF-414B-AB5D-73DF22F5F01A,viral,WEB,,,,tutorial.view,,2018-09-29T15:00:03+09:00,3df20358-8ef7-4162-8b14-557d50561fe8,False,True
goal,False,com.kmong.kmong,3.3.5,Mi A1,Xiaomi,Android8.1.0,fd13d46d-dcbc-4c40-a5a9-913d7b0b9319,viral,WEB,,,,inbox.view,,2018-09-29T15:00:03+09:00,ccef81f9-c406-43ac-93ed-7b26b88932cf,False,True
goal,False,com.kmong.kmong,3.3.5,SM-A810S,samsung,Android8.0.0,44662528-3fb4-45e5-aa55-270531fb74d7,unattributed,unattributed,,,,home.view,,2018-09-29T15:00:03+09:00,cff4df6f-a479-4acd-a261-bfc4147f0d18,False,True
goal,False,com.kmong.kmong,3.3.5,SM-A810S,samsung,Android8.0.0,44662528-3fb4-45e5-aa55-270531fb74d7,unattributed,unattributed,,,,inbox.view,,2018-09-29T15:00:04+09:00,ccb68f6f-7648-4c8b-9f7a-09af8795115a,False,True
goal,False,com.kmong.kmong,3.3.5,Mi A1,Xiaomi,Android8.1.0,fd13d46d-dcbc-4c40-a5a9-913d7b0b9319,viral,WEB,,,,bookmarks_gig.view,,2018-09-29T15:00:04+09:00,ace087f6-d1c1-498a-9430-0051465f3b3b,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,305b2ff5-c4d1-4fb0-a315-9e409a327a64,unattributed,unattributed,,,,buyer_order_history.view,,2018-09-29T15:00:04+09:00,0dc94e8e-4953-44ad-b320-f37bc270bede,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,6A15B617-B7BF-414B-AB5D-73DF22F5F01A,viral,WEB,,,,tutorial.view,,2018-09-29T15:00:04+09:00,2e7385c6-c05c-4d8d-9490-ab08a2c40d0d,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,BD4EC872-DF5A-40E9-BDC7-123A074A4DB6,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T15:00:04+09:00,1921f7df-d7c3-46cd-9456-7d246bf26baf,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,305b2ff5-c4d1-4fb0-a315-9e409a327a64,unattributed,unattributed,,,,menu.view,,2018-09-29T15:00:05+09:00,80b7c400-5383-4a69-b78a-d1b5a553b6e0,False,True
goal,False,com.kmong.kmong,3.3.5,SM-A810S,samsung,Android8.0.0,44662528-3fb4-45e5-aa55-270531fb74d7,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T15:00:05+09:00,c846fca5-7d36-4fe2-944d-b4fb8c6751b4,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,6A15B617-B7BF-414B-AB5D-73DF22F5F01A,viral,WEB,,,,tutorial.view,,2018-09-29T15:00:05+09:00,7612f1e0-a6a7-459b-bc08-636403635dfe,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G920K,samsung,Android7.0,8fe9fa1a-56c9-4aab-9605-6e0efc0f8bcb,unattributed,unattributed,,,,home.view,,2018-09-29T15:00:05+09:00,31ec41df-b6e1-445e-9943-960e41a6934b,False,True
