eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,D74E2824-3209-4F83-94E3-8A6ACEF94D73,,,,,,,,2018-09-29T04:00:02+09:00,b93aa2ea-5850-4ce4-8900-477a86391d5b,,True
goal,True,com.kmong.kmong,3.3.5,LM-G710N,LGE,Android8.0.0,0e6ad318-ab83-4336-ba6a-082081307067,viral,m_daum,,cpc,,home.view,,2018-09-29T04:00:02+09:00,c4f5a657-b246-40b3-b20d-36c1f6083c68,True,True
goal,True,com.kmong.kmong,3.3.5,SM-N920K,samsung,Android7.0,2e24ebc3-30fb-4029-be9a-2f9dfa9d176a,unattributed,unattributed,,,,gig_detail.view,20302.0,2018-09-29T04:00:13+09:00,26e2014a-b55d-4498-95fe-6bf987c88795,False,True
goal,False,com.kmong.kmong,3.3.2,SM-G950N,samsung,Android7.0,320f413c-1f7d-432d-b918-fc670b2c5a64,unattributed,unattributed,,,,home.view,,2018-09-29T04:00:25+09:00,bfb9217c-0f6b-4728-af0e-f4c4b3492518,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920K,samsung,Android7.0,2e24ebc3-30fb-4029-be9a-2f9dfa9d176a,unattributed,unattributed,,,,search_gig.view,,2018-09-29T04:00:25+09:00,28891433-2eb8-4910-a3c6-349418e66fe1,False,True
launch,False,com.kmong.kmong,3.3.2,SM-G950N,samsung,Android7.0,320f413c-1f7d-432d-b918-fc670b2c5a64,unattributed,unattributed,,,,,,2018-09-29T04:00:25+09:00,c3522b8d-adf9-4f77-90b2-34f6ae80f305,False,False
goal,False,com.kmong.kmong,3.3.5,SM-N920K,samsung,Android7.0,2e24ebc3-30fb-4029-be9a-2f9dfa9d176a,unattributed,unattributed,,,,search.view,,2018-09-29T04:00:25+09:00,bad29f6c-1d4e-4ffc-8234-207f474a3392,False,True
goal,False,com.kmong.kmong,3.3.2,SM-G950N,samsung,Android7.0,320f413c-1f7d-432d-b918-fc670b2c5a64,unattributed,unattributed,,,,menu.view,,2018-09-29T04:00:27+09:00,ac787c04-37e2-41dd-aa37-c4509274bd53,False,True
goal,False,com.kmong.kmong,3.3.2,SM-G950N,samsung,Android7.0,320f413c-1f7d-432d-b918-fc670b2c5a64,unattributed,unattributed,,,,seller_profits_history.click,,2018-09-29T04:00:29+09:00,c02a870b-8190-4418-9539-d504bc36db86,False,True
goal,False,com.kmong.kmong,3.3.2,SM-G950N,samsung,Android7.0,320f413c-1f7d-432d-b918-fc670b2c5a64,unattributed,unattributed,,,,menu.view,,2018-09-29T04:00:31+09:00,2b567b05-4024-4cc8-ab2c-f78078005d95,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G960N,samsung,Android8.0.0,c047ad25-080c-4f6e-9119-6005da88a53f,unattributed,unattributed,,,,category_gig.view,203.0,2018-09-29T04:00:32+09:00,922288cc-cbaf-49c6-b5bd-91ec4384db97,False,True
goal,False,com.kmong.kmong,3.3.2,SM-G950N,samsung,Android7.0,320f413c-1f7d-432d-b918-fc670b2c5a64,unattributed,unattributed,,,,home.view,,2018-09-29T04:00:32+09:00,71637680-bf6a-4684-8a27-cc91ba34a292,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G960N,samsung,Android8.0.0,c047ad25-080c-4f6e-9119-6005da88a53f,unattributed,unattributed,,,,home.view,,2018-09-29T04:00:32+09:00,b6c46474-1c3e-4879-b684-a456270679ae,False,True
exit,,com.kmong.kmong,3.3.2,SM-G950N,samsung,Android7.0,320f413c-1f7d-432d-b918-fc670b2c5a64,,,,,,,,2018-09-29T04:00:35+09:00,21a218b3-f9b5-431f-bce1-d9361b3d8d9d,,True
goal,True,com.kmong.kmong,3.3.5,LM-G710N,LGE,Android8.0.0,0e6ad318-ab83-4336-ba6a-082081307067,viral,m_daum,,cpc,,category_gig.view,7.0,2018-09-29T04:00:36+09:00,24af1131-37e8-4bec-9a0e-abc3757cda7e,True,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,D74E2824-3209-4F83-94E3-8A6ACEF94D73,,,,,,,,2018-09-29T04:00:40+09:00,1b5eaef4-bdea-4123-ad11-89f0e08e52c1,,True
goal,True,com.kmong.kmong,3.3.5,LM-G710N,LGE,Android8.0.0,0e6ad318-ab83-4336-ba6a-082081307067,viral,m_daum,,cpc,,category_gig_filter.view,,2018-09-29T04:00:41+09:00,e8fc5148-20d8-4418-85af-571d4805135b,True,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,b5ea64d2-740b-419f-ab7f-300533c09b45,unattributed,unattributed,,,,category_gig.view,218.0,2018-09-29T04:00:42+09:00,7385a93d-8544-4fc4-b6af-0ed0d2986af2,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G960N,samsung,Android8.0.0,c047ad25-080c-4f6e-9119-6005da88a53f,unattributed,unattributed,,,,gig_detail.view,20302.0,2018-09-29T04:00:54+09:00,a034519b-9a34-490b-9592-c87707976464,False,True
goal,True,com.kmong.kmong,3.3.5,LM-G710N,LGE,Android8.0.0,0e6ad318-ab83-4336-ba6a-082081307067,viral,m_daum,,cpc,,category_gig.view,715.0,2018-09-29T04:00:56+09:00,e72917d4-4b2b-4e35-bf94-c93463678d60,False,True
foreground,,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,70a1e698-2b1c-4e74-b26a-88f918aef0fb,,,,,,,,2018-09-29T04:01:00+09:00,86f7ecdf-bd7a-4a02-a622-192044c059e1,,True
goal,True,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,b5ea64d2-740b-419f-ab7f-300533c09b45,unattributed,unattributed,,,,gig_detail.view,218.0,2018-09-29T04:01:01+09:00,1f65312d-3ab1-430c-b02b-f7e21cc39c77,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,70a1e698-2b1c-4e74-b26a-88f918aef0fb,unattributed,unattributed,,,,menu.view,,2018-09-29T04:01:02+09:00,186fba5c-b59b-4c5b-813f-5bf0c1c14767,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,70a1e698-2b1c-4e74-b26a-88f918aef0fb,unattributed,unattributed,,,,inbox.view,,2018-09-29T04:01:03+09:00,b3651ba3-6e95-4c24-84b4-7c05dd597b16,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920K,samsung,Android7.0,2e24ebc3-30fb-4029-be9a-2f9dfa9d176a,unattributed,unattributed,,,,gig_detail.view,20307.0,2018-09-29T04:01:04+09:00,e74563b5-2002-49d3-ba9d-ad28e0838a7b,False,True
goal,True,com.kmong.kmong,3.3.5,LM-G710N,LGE,Android8.0.0,0e6ad318-ab83-4336-ba6a-082081307067,viral,m_daum,,cpc,,gig_detail.view,715.0,2018-09-29T04:01:09+09:00,6568fd7f-93bf-4832-bb5a-cd88789952f1,True,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,70a1e698-2b1c-4e74-b26a-88f918aef0fb,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T04:01:10+09:00,c84fe6a7-4889-4dde-a74c-8e9c766c6a93,False,True
goal,True,com.kmong.kmong,3.3.5,LGM-G600S,LGE,Android7.0,aa7875eb-114a-4ee9-b41c-470ac45f13e6,unattributed,unattributed,,,,gig_detail.view,22201.0,2018-09-29T04:01:12+09:00,b192c324-f987-4394-94ce-d277315a61a9,False,True
goal,False,com.kmong.kmong,3.3.5,LM-G710N,LGE,Android8.0.0,0e6ad318-ab83-4336-ba6a-082081307067,viral,m_daum,,cpc,,category_gig.view,715.0,2018-09-29T04:01:14+09:00,5883f51f-7c7b-42d0-93ee-76bd1a41e5fd,False,True
launch,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,1a972726-0542-440d-a66c-89c6ec63bb96,unattributed,unattributed,,,,,,2018-09-29T04:01:18+09:00,9161031e-a9ba-4013-ab20-d3d4d4fc6ac4,False,False
background,,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,1a972726-0542-440d-a66c-89c6ec63bb96,,,,,,,,2018-09-29T04:01:18+09:00,8add254b-b04f-42f6-b503-f9e16be15a13,,True
goal,True,com.kmong.kmong,3.3.5,LM-G710N,LGE,Android8.0.0,0e6ad318-ab83-4336-ba6a-082081307067,viral,m_daum,,cpc,,gig_detail.view,715.0,2018-09-29T04:01:23+09:00,c498351e-b646-4014-8764-cfe027549a19,False,True
launch,,com.kmong.kmong,3.3.3,IM-A850K,PANTECH,Android4.4.2,51f809cb-4aa5-446d-8bb6-2dfef681fdde,,,,,,,,2018-09-29T04:01:24+09:00,747dd055-5389-4570-88f8-de9f649c65f6,,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,b5ea64d2-740b-419f-ab7f-300533c09b45,unattributed,unattributed,,,,category_gig.view,218.0,2018-09-29T04:01:30+09:00,4a3e81f3-321e-441c-921c-d2ecf6e5fa0b,False,True
launch,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,B1005F8C-6B87-44D1-AAEA-0226A4461AF7,unattributed,unattributed,,,,,,2018-09-29T04:01:31+09:00,9e1467a6-cfeb-4bda-be91-eb920b3d5e52,False,False
launch,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4,603F5EAB-FDC1-4D41-8BDC-8FAEB53B3AC1,unattributed,unattributed,,,,,,2018-09-29T04:01:33+09:00,64fe46be-aae1-4fd6-8b16-2e999c2c1f43,False,False
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4,603F5EAB-FDC1-4D41-8BDC-8FAEB53B3AC1,unattributed,unattributed,,,,home.view,,2018-09-29T04:01:34+09:00,4c374410-ccc9-477d-8bb5-79a75837a748,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,B1005F8C-6B87-44D1-AAEA-0226A4461AF7,unattributed,unattributed,,,,inbox.view,,2018-09-29T04:01:34+09:00,db487531-f734-4cb6-a3fd-20eafbe5c234,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,B1005F8C-6B87-44D1-AAEA-0226A4461AF7,unattributed,unattributed,,,,menu.view,,2018-09-29T04:01:35+09:00,ee012708-ee17-474c-bfec-dcf27290efcd,False,True
goal,False,com.kmong.kmong,3.3.5,LM-G710N,LGE,Android8.0.0,0e6ad318-ab83-4336-ba6a-082081307067,viral,m_daum,,cpc,,gig_detail.view,715.0,2018-09-29T04:01:38+09:00,ec04f909-7fba-4424-bf1f-a2e35f2dc96d,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,B1005F8C-6B87-44D1-AAEA-0226A4461AF7,unattributed,unattributed,,,,seller_selling_history.view,,2018-09-29T04:01:38+09:00,5552a93f-4c7e-4634-8ebe-f7ceebff3426,False,True
launch,False,com.kmong.kmong,3.3.5,SM-G928K,samsung,Android7.0,8b2c5456-9f4a-4aea-ae0d-41fe96b9250b,unattributed,unattributed,,,,,,2018-09-29T04:01:38+09:00,d6a8c85a-0b2e-4d94-b6e5-f42ad333ab39,False,False
goal,False,com.kmong.kmong,3.3.5,LM-G710N,LGE,Android8.0.0,0e6ad318-ab83-4336-ba6a-082081307067,viral,m_daum,,cpc,,gig_detail.view,715.0,2018-09-29T04:01:39+09:00,d664ee84-2bb7-479e-8e23-45bad5ef31e3,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,B1005F8C-6B87-44D1-AAEA-0226A4461AF7,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T04:01:39+09:00,f2e34ba1-2a9f-443a-9123-d7e620659766,False,True
