eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,EDE6E619-1097-4588-923A-1EE2F9992E0C,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-28T11:00:00+09:00,12c7edb3-63ec-4173-8ad6-c5348adec264,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,87BB978B-98D2-467C-B073-1D03D352ACEC,,,,,,,,2018-09-28T11:00:00+09:00,c10008ad-bdee-4cd3-82b3-9e256f7ff30d,,True
goal,False,com.kmong.iOS,4.0.3,iPhone,Apple,iOS11.4.1,E56EE295-72B7-4738-BCBC-1C7BB5878792,unattributed,unattributed,,,,home.view,,2018-09-28T11:00:00+09:00,6289e0db-ce82-4975-9be6-751df6cd3f0a,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,c9b74c46-ca5f-4f25-a407-b5866012a4f7,unattributed,unattributed,,,,gig_detail.view,41201.0,2018-09-28T11:00:00+09:00,5189f60d-ab6b-4cd2-a14e-b8b9448de273,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android7.1.1,c86b779a-9e92-495a-8c38-30ce1cde9fd0,app-market,google-play,,organic,,inbox_detail.view,,2018-09-28T11:00:01+09:00,40d0f9c8-859d-4b41-969a-bcdbbe0670b3,False,True
background,,com.kmong.kmong,3.3.5,SM-G935K,samsung,Android8.0.0,709010da-3102-4fe4-80a2-e747a78dfcb9,,,,,,,,2018-09-28T11:00:01+09:00,8840205b-7db4-42ea-8fa0-f2976ba2caaf,,True
goal,False,com.kmong.kmong,3.3.5,SM-A510S,samsung,Android7.0,3cc908a6-8498-4c01-b2bd-97595fb63fd4,viral,WEB,,,,inbox_detail.view,,2018-09-28T11:00:01+09:00,83051f21-3262-482f-ac58-72e3d71b1c94,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,74eae654-7d5c-4211-a492-02875066a56f,unattributed,unattributed,,,,inbox.view,,2018-09-28T11:00:01+09:00,e9b2df17-155e-4028-9f6a-e56e10a7c591,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,7E6DE6CD-75A6-4679-B810-174377EA2C6C,unattributed,unattributed,,,,inbox.view,,2018-09-28T11:00:01+09:00,55a02bab-21aa-4841-b81f-ebcc686e6b7e,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.1,0D63D744-06A8-42FA-B509-0ED717ED5468,viral,WEB,,,,account_setting_AuthStatus.click,,2018-09-28T11:00:02+09:00,c0d38853-3981-42e7-a84f-1311f4afef4e,False,True
