eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
goal,False,com.kmong.kmong,3.3.3,SM-G965N,samsung,Android8.0.0,e74a489a-a21e-4a03-8832-65e8ac210715,app-market,google-play,,organic,,category_gig.view,10.0,2018-09-29T08:00:00+09:00,a1b157c2-5c58-4852-a6ea-e046d1e47c0b,False,True
goal,True,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,9a143acd-fa9a-4cfb-8ab3-33f9a3ab1cbb,unattributed,unattributed,,,,login_sns.view,,2018-09-29T08:00:01+09:00,4af90bf4-0f01-4ebd-8dc8-1f81063fb9d6,True,True
goal,False,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,9a143acd-fa9a-4cfb-8ab3-33f9a3ab1cbb,unattributed,unattributed,,,,menu.view,,2018-09-29T08:00:02+09:00,f17dc41d-7aa5-4d38-a85e-df4eb2b5c15c,False,True
goal,False,com.kmong.kmong,3.3.3,SM-G965N,samsung,Android8.0.0,e74a489a-a21e-4a03-8832-65e8ac210715,app-market,google-play,,organic,,category_gig.view,1023.0,2018-09-29T08:00:03+09:00,2d01e56a-c5fc-41f8-86ce-fd90dede9c5e,False,True
launch,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,BA90AC41-3A17-4AA7-8F14-124585C57E1C,unattributed,unattributed,,,,,,2018-09-29T08:00:07+09:00,a6e801a6-d0aa-429a-b7cb-a5357b689803,False,False
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,b4e8d8bb-d3f0-4d96-a9dc-9c24351bcb06,unattributed,unattributed,,,,menu.view,,2018-09-29T08:00:08+09:00,67d107a4-d6f4-43e8-b145-4b755a93c7c5,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,b4e8d8bb-d3f0-4d96-a9dc-9c24351bcb06,unattributed,unattributed,,,,home.view,,2018-09-29T08:00:09+09:00,b75b92b4-3c54-4bbf-b999-d40672a072c7,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G955N,samsung,Android8.0.0,6ae72813-5243-4afd-b94e-2960b6f8652f,unattributed,unattributed,,,,search_gig.view,,2018-09-29T08:00:09+09:00,67d8e934-60ce-4de8-9410-c91e67271967,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G955N,samsung,Android8.0.0,6ae72813-5243-4afd-b94e-2960b6f8652f,unattributed,unattributed,,,,search.view,,2018-09-29T08:00:09+09:00,882d2bd2-1432-47dd-9255-3dd72ba26f27,False,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,36ED3489-26E1-4B69-8E89-1DCB463AE7A3,,,,,,,,2018-09-29T08:00:10+09:00,0b2ae5b6-0a01-4c85-af96-a48541a102c3,,True
goal,True,com.kmong.kmong,3.3.3,SM-G965N,samsung,Android8.0.0,e74a489a-a21e-4a03-8832-65e8ac210715,app-market,google-play,,organic,,category_gig.view,1006.0,2018-09-29T08:00:11+09:00,abbfe495-57bc-4aa0-a857-6b46cc4a9a92,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,b4e8d8bb-d3f0-4d96-a9dc-9c24351bcb06,unattributed,unattributed,,,,inbox.view,,2018-09-29T08:00:11+09:00,33af4012-f170-4d1c-b978-77f1bb3d46d8,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,b4e8d8bb-d3f0-4d96-a9dc-9c24351bcb06,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T08:00:16+09:00,ada2fb31-f0bb-407a-9380-64a50c72431f,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G955N,samsung,Android8.0.0,6ae72813-5243-4afd-b94e-2960b6f8652f,unattributed,unattributed,,,,gig_detail.view,907.0,2018-09-29T08:00:17+09:00,e170d5ed-effe-4f23-9289-c695745b9cb6,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,36ED3489-26E1-4B69-8E89-1DCB463AE7A3,,,,,,,,2018-09-29T08:00:18+09:00,99f8d2e1-2f1f-4197-8b90-3510c1d7cad5,,True
goal,False,com.kmong.kmong,3.3.5,SM-G955N,samsung,Android8.0.0,6ae72813-5243-4afd-b94e-2960b6f8652f,unattributed,unattributed,,,,search.view,,2018-09-29T08:00:19+09:00,a2515109-21e1-450a-a30f-b4181d0a8ad4,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G955N,samsung,Android8.0.0,6ae72813-5243-4afd-b94e-2960b6f8652f,unattributed,unattributed,,,,search_gig.view,,2018-09-29T08:00:19+09:00,9aa68d8e-ba8f-41a1-ab7a-aaf00f2db7c3,False,True
launch,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,8AD4AC5D-5285-44E2-A798-80BAAD469195,unattributed,unattributed,,,,,,2018-09-29T08:00:21+09:00,a27cc3af-4744-4b82-8eff-716f4e02c1ec,False,False
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,b4e8d8bb-d3f0-4d96-a9dc-9c24351bcb06,unattributed,unattributed,,,,inbox.view,,2018-09-29T08:00:21+09:00,30dfc707-1bdf-44ed-9ba6-cbfaf1493ace,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,BA90AC41-3A17-4AA7-8F14-124585C57E1C,,,,,,,,2018-09-29T08:00:22+09:00,987aef48-daa7-4416-bce3-738e429591f2,,True
goal,False,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,9a143acd-fa9a-4cfb-8ab3-33f9a3ab1cbb,unattributed,unattributed,,,,home.view,,2018-09-29T08:00:22+09:00,34be0fcf-25ac-48d5-8ded-47d5a18f90ef,False,True
launch,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,11b13640-4d42-4507-a262-5f00076a6328,unattributed,unattributed,,,,,,2018-09-29T08:00:22+09:00,302f22c8-3b54-4a5c-9596-3369e4b31414,False,False
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,11b13640-4d42-4507-a262-5f00076a6328,unattributed,unattributed,,,,home.view,,2018-09-29T08:00:23+09:00,b6535f9d-59c6-40c4-8b95-788f1ebd69c0,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A91288B9-0257-4874-BB05-EAC29080115F,unattributed,unattributed,,,,gig_detail.view,40805.0,2018-09-29T08:00:23+09:00,bd4c3431-cbd4-4db7-a5b1-3631211f1fde,False,True
goal,True,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,9a143acd-fa9a-4cfb-8ab3-33f9a3ab1cbb,unattributed,unattributed,,,,inbox.view,,2018-09-29T08:00:23+09:00,c26653ed-b8a5-40f5-8a4c-f257be275cc8,True,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,8AD4AC5D-5285-44E2-A798-80BAAD469195,unattributed,unattributed,,,,home.view,,2018-09-29T08:00:23+09:00,ca6d8161-2c54-441f-a06e-66abc12bc3d9,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A91288B9-0257-4874-BB05-EAC29080115F,unattributed,unattributed,,,,category_gig.view,4.0,2018-09-29T08:00:24+09:00,d620f27a-f561-44a5-a230-0a944732aba3,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G955N,samsung,Android8.0.0,6ae72813-5243-4afd-b94e-2960b6f8652f,unattributed,unattributed,,,,gig_detail.view,22202.0,2018-09-29T08:00:25+09:00,947bbe5e-831a-4fdf-a2af-9c75890853b1,False,True
goal,True,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,9a143acd-fa9a-4cfb-8ab3-33f9a3ab1cbb,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T08:00:25+09:00,3eea54ff-5b7c-4d52-b421-0fc8b26c0b35,True,True
