eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
background,,com.kmong.kmong,3.3.5,SM-N920S,samsung,Android7.0,16f2cfa4-e19b-452e-b8a2-e20855023c99,,,,,,,,2018-09-28T05:00:03+09:00,8f56d2e5-3baa-470c-b522-d28aeccdef83,,True
foreground,,com.kmong.kmong,3.3.5,SM-N920S,samsung,Android7.0,16f2cfa4-e19b-452e-b8a2-e20855023c99,,,,,,,,2018-09-28T05:00:05+09:00,36505bc7-b47f-485f-b455-401a08b996c1,,True
goal,False,com.kmong.kmong,3.3.5,LGM-G600L,LGE,Android7.0,6faeb37c-62a2-4453-91f7-bb02d53a8ac9,unattributed,unattributed,,,,inbox_detail.view,,2018-09-28T05:00:09+09:00,11cba30f-a47a-4440-8f8a-a64e180a03e8,False,True
launch,False,com.kmong.kmong,3.3.5,SM-A520K,samsung,Android8.0.0,045b15dd-7759-42d6-a969-5234c7facacb,unattributed,unattributed,,,,inbox.view,,2018-09-28T05:00:10+09:00,82ab1ee9-47b2-4763-ab4f-c3d50df04e0e,False,True
launch,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,d962801f-fcb4-453e-aadc-f0f4b706d925,unattributed,unattributed,,,,,,2018-09-28T05:00:13+09:00,26a482e3-0aaa-4e85-a307-943f19ad484d,False,False
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,d962801f-fcb4-453e-aadc-f0f4b706d925,unattributed,unattributed,,,,home.view,,2018-09-28T05:00:14+09:00,a3c6efa4-7862-4c33-91bc-fe6c74519885,False,True
background,,com.kmong.kmong,3.3.5,SM-A520K,samsung,Android8.0.0,045b15dd-7759-42d6-a969-5234c7facacb,,,,,,,,2018-09-28T05:00:15+09:00,759f9dad-dcb8-4d9d-9d82-16ffc278d4d8,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,7C1D841E-12A7-478E-80FA-27DE7278F235,unattributed,unattributed,,,,gig_detail.view,10801.0,2018-09-28T05:00:20+09:00,b5fdab26-15a1-4acb-ab7c-8f1efbe2bf21,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,d962801f-fcb4-453e-aadc-f0f4b706d925,unattributed,unattributed,,,,category_gig.view,2.0,2018-09-28T05:00:22+09:00,7089bbf3-f288-4bbd-a106-0fa0fb621c47,True,True
background,,com.kmong.kmong,3.3.2,SM-N916S,samsung,Android6.0.1,a5d51610-a835-48c9-9bbb-be481c401e72,,,,,,,,2018-09-28T05:00:23+09:00,a3ad05d3-ee8e-4a9c-a96b-d6e6a28a2021,,True
