eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,d38ea145-317c-498d-b9ee-28dc55823db1,unattributed,unattributed,,,,menu.view,,2018-09-28T03:00:00+09:00,9d241b36-7b9d-488a-80dc-138c90319aa3,False,True
background,,com.kmong.kmong,3.3.5,LGM-X600L,LGE,Android8.1.0,81c965d7-6bd1-4cf2-b564-ca0e10dc7f5b,,,,,,,,2018-09-28T03:00:02+09:00,225cf266-2ac6-431e-9654-ba8c34c72cfc,,True
foreground,,com.kmong.kmong,3.3.5,LM-X415S,LGE,Android7.1.2,ee1d3ca8-1052-48bb-bab0-ac8795309cde,,,,,,,,2018-09-28T03:00:02+09:00,7766c259-6178-4999-8db1-83d8b8ac06c4,,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,d38ea145-317c-498d-b9ee-28dc55823db1,unattributed,unattributed,,,,buyer_order_history.view,,2018-09-28T03:00:02+09:00,acdc2102-95de-48b9-875b-5f7ddef811f3,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G930L,samsung,Android8.0.0,c18ecb39-9a50-49a3-a935-4a0fbff2d018,unattributed,unattributed,,,,inbox.view,,2018-09-28T03:00:04+09:00,6729d664-77e3-4caf-becb-2c51b3d451bc,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,d38ea145-317c-498d-b9ee-28dc55823db1,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-28T03:00:04+09:00,d86501e1-c32b-4296-80a6-c60f3333bb4f,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,6FB48CFA-D9E9-44A7-840C-BD46E39BD0E3,viral,WEB,,,,category_gig.view,4.0,2018-09-28T03:00:04+09:00,7c90ee10-32f5-4b9a-873b-ff00c139b1b3,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,F7CFA110-10A0-4F50-8046-9CE4E1CAE504,unattributed,unattributed,,,,category_gig.view,10.0,2018-09-28T03:00:04+09:00,dc515a8c-82e4-45b2-83c8-2a0011736012,False,True
goal,False,com.kmong.kmong,3.3.5,LM-X415S,LGE,Android7.1.2,ee1d3ca8-1052-48bb-bab0-ac8795309cde,unattributed,unattributed,,,,inbox.view,,2018-09-28T03:00:05+09:00,3011a228-5b44-481e-886f-6faf5b7e3819,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,3A983F25-FB4A-4361-8169-E4047322293D,viral,WEB,,,,inbox_detail.view,,2018-09-28T03:00:06+09:00,866b094c-fcba-4cb9-9060-3d00acc9c0c6,False,True
background,,com.kmong.kmong,3.3.2,SM-N916S,samsung,Android6.0.1,a5d51610-a835-48c9-9bbb-be481c401e72,,,,,,,,2018-09-28T03:00:06+09:00,0522d9fc-122c-4fcb-a475-b20b201053bc,,True
goal,False,com.kmong.kmong,3.3.5,SM-G930L,samsung,Android8.0.0,c18ecb39-9a50-49a3-a935-4a0fbff2d018,unattributed,unattributed,,,,home.view,,2018-09-28T03:00:06+09:00,2970afd3-3c6c-4d47-b06b-c7e18ae6442a,False,True
goal,False,com.kmong.kmong,3.3.5,LGM-X600K,LGE,Android7.1.1,6955cace-a623-4861-9d1b-8dd37ab45138,unattributed,unattributed,,,,category_gig.view,1104.0,2018-09-28T03:00:07+09:00,4b8f560c-8df5-4985-a8c3-78b1fd3a6651,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G930L,samsung,Android8.0.0,c18ecb39-9a50-49a3-a935-4a0fbff2d018,unattributed,unattributed,,,,inbox.view,,2018-09-28T03:00:07+09:00,1a030fa1-a9c3-4ea2-b94b-b450cafb171f,False,True
goal,False,com.kmong.kmong,3.3.5,LM-X415S,LGE,Android7.1.2,ee1d3ca8-1052-48bb-bab0-ac8795309cde,unattributed,unattributed,,,,inbox_detail.view,,2018-09-28T03:00:07+09:00,6d5b0d52-9725-47dd-9cf7-d28528eb6ef0,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,d3b20038-e1b1-4e62-bad4-09b15e0f5dd3,app-market,google-play,,organic,,buyer_order_track.view,,2018-09-28T03:00:08+09:00,e221c127-8de8-4c20-81cf-9965911d1222,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G930L,samsung,Android8.0.0,c18ecb39-9a50-49a3-a935-4a0fbff2d018,unattributed,unattributed,,,,inbox_detail.view,,2018-09-28T03:00:09+09:00,dd8160c5-e7b0-4b67-980b-677bac772f76,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,51e8e392-0f13-4f6f-9ded-2b897bd18c61,unattributed,unattributed,,,,gig_detail.view,107.0,2018-09-28T03:00:11+09:00,7fc277fc-bb5b-4b61-be47-2d582aef2fe7,False,True
background,,com.kmong.kmong,3.3.5,SM-G930L,samsung,Android8.0.0,c18ecb39-9a50-49a3-a935-4a0fbff2d018,,,,,,,,2018-09-28T03:00:11+09:00,b7f3ab75-bd53-4b3d-9be4-36e989214807,,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,6FB48CFA-D9E9-44A7-840C-BD46E39BD0E3,viral,WEB,,,,gig_detail.view,41201.0,2018-09-28T03:00:11+09:00,28240d33-deb2-4c73-9ff9-83b1c5d2d232,False,True
background,,com.kmong.kmong,3.3.5,LM-X415S,LGE,Android7.1.2,ee1d3ca8-1052-48bb-bab0-ac8795309cde,,,,,,,,2018-09-28T03:00:11+09:00,3837692f-5558-489f-8adb-0086c02c2238,,True
launchInSession,,com.kmong.kmong,3.3.2,SM-N916S,samsung,Android6.0.1,a5d51610-a835-48c9-9bbb-be481c401e72,,,,,,,,2018-09-28T03:00:12+09:00,030cbb0e-3caf-4c03-97eb-a3d3b0b4d52d,,False
goal,False,com.kmong.kmong,3.3.2,SM-N916S,samsung,Android6.0.1,a5d51610-a835-48c9-9bbb-be481c401e72,unattributed,unattributed,,,,home.view,,2018-09-28T03:00:12+09:00,58f9c28e-2f7e-408b-bcdb-9f2b25bbda07,False,True
exit,,com.kmong.kmong,3.3.2,SM-N916S,samsung,Android6.0.1,a5d51610-a835-48c9-9bbb-be481c401e72,,,,,,,,2018-09-28T03:00:12+09:00,28b92602-5f1f-4bcb-b4a1-16dcfc99cf00,,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,51e8e392-0f13-4f6f-9ded-2b897bd18c61,unattributed,unattributed,,,,gig_detail.view,107.0,2018-09-28T03:00:12+09:00,c3b7909f-d2a2-4174-9ba7-d694ee51e74e,False,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,6FB48CFA-D9E9-44A7-840C-BD46E39BD0E3,viral,WEB,,,,gig_detail.view,41201.0,2018-09-28T03:00:12+09:00,4328e70d-d861-4125-be19-d5ea886ae829,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,F7CFA110-10A0-4F50-8046-9CE4E1CAE504,unattributed,unattributed,,,,home.view,,2018-09-28T03:00:12+09:00,814aff60-df2b-45fd-8e4c-37181ffe1725,False,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS10.3.3,CFC31B3B-300D-4C07-9E7D-1654F8B48C87,,,,,,,,2018-09-28T03:00:14+09:00,5db4a8e5-9708-46fc-af1c-923b096ad9eb,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,F7CFA110-10A0-4F50-8046-9CE4E1CAE504,unattributed,unattributed,,,,category_gig.view,3.0,2018-09-28T03:00:16+09:00,bd96df97-abbd-4c7c-a0d5-5d9b63e45861,False,True
goal,False,com.kmong.kmong,3.3.5,LGM-G600K,LGE,Android8.0.0,959247e0-ae74-4951-80c7-d1437b1a5239,unattributed,unattributed,,,,category_gig.view,715.0,2018-09-28T03:00:16+09:00,635eeaa8-1714-482b-8aa8-953b0ca52a7b,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS10.3.3,CFC31B3B-300D-4C07-9E7D-1654F8B48C87,unattributed,unattributed,,,,gig_detail.view,41201.0,2018-09-28T03:00:17+09:00,ac66a06f-4b8b-48d1-96ec-db724e87a9a8,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,51e8e392-0f13-4f6f-9ded-2b897bd18c61,unattributed,unattributed,,,,gig_detail.view,107.0,2018-09-28T03:00:18+09:00,0b1f274f-656d-48ed-8445-92754cdf8166,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,51e8e392-0f13-4f6f-9ded-2b897bd18c61,unattributed,unattributed,,,,gig_detail.view,107.0,2018-09-28T03:00:19+09:00,cf2539d9-1768-40c5-ace6-66425eabe383,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,6FB48CFA-D9E9-44A7-840C-BD46E39BD0E3,viral,WEB,,,,category_gig.view,4.0,2018-09-28T03:00:19+09:00,ab2ef123-83d9-40e6-8cb6-966ad222bec9,False,True
foreground,,com.kmong.iOS,4.0.1,iPhone,Apple,iOS11.3,4CDC229F-DE68-4E9C-8098-1E024C58A24B,,,,,,,,2018-09-28T03:00:20+09:00,b1623a20-1aa0-4170-8f6b-b7e3b2e21610,,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,d3b20038-e1b1-4e62-bad4-09b15e0f5dd3,app-market,google-play,,organic,,home.view,,2018-09-28T03:00:20+09:00,da6a3812-8f8b-482e-92df-4be6511c8ae4,False,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,6FB48CFA-D9E9-44A7-840C-BD46E39BD0E3,viral,WEB,,,,gig_detail.view,41201.0,2018-09-28T03:00:25+09:00,7ff1bfa9-ad14-48ee-8d8e-50e9fa8b6d25,False,True
