eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,20d4e5fa-787c-47af-a9cd-aa71300818a5,unattributed,unattributed,,,,home.view,,2018-09-28T09:00:00+09:00,cccca55d-9a9c-43b9-b4a6-252b7f4b0e52,False,True
foreground,,com.kmong.kmong,3.3.5,SM-N916K,samsung,Android6.0.1,28d7b6ce-1ce9-47ed-8305-3981d90b4878,,,,,,,,2018-09-28T09:00:00+09:00,6298fe82-4ced-4d72-82f7-8c578a74ea87,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.2,A60BA078-7FF3-46A8-9C33-509D08A4C741,unattributed,unattributed,,,,seller_selling_history.view,,2018-09-28T09:00:00+09:00,bcdc505a-c67f-4f42-beb8-42eaee85d16b,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N916K,samsung,Android6.0.1,28d7b6ce-1ce9-47ed-8305-3981d90b4878,unattributed,unattributed,,,,inbox_detail.view,,2018-09-28T09:00:00+09:00,319a2674-a454-436c-b7b1-9f48406d99ec,False,True
background,,com.kmong.kmong,3.3.5,SM-N916K,samsung,Android6.0.1,28d7b6ce-1ce9-47ed-8305-3981d90b4878,,,,,,,,2018-09-28T09:00:01+09:00,71820a46-f4c9-4a90-bea6-abf02d13c682,,True
goal,False,com.kmong.kmong,3.3.2,LG-F800L,LGE,Android8.0.0,d94060a3-7195-4a6a-b811-15f66addb057,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-28T09:00:01+09:00,89a0e8a9-b0cb-4620-a79c-dd58a060cac2,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.2,A60BA078-7FF3-46A8-9C33-509D08A4C741,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-28T09:00:01+09:00,53e1cd48-dd2a-4ccb-a758-e7a62fdb9996,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,6B75E888-1406-42F3-90EC-F36A3BFEBE59,,,,,,,,2018-09-28T09:00:01+09:00,cf28279f-4b6d-44a1-9055-d7897e893558,,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,CF158902-95FA-422D-826C-B8EA9EFF421A,,,,,,,,2018-09-28T09:00:02+09:00,2d649299-97d7-46e2-9c17-f4cee38087ff,,True
goal,False,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,2628eda7-dca4-4033-b9f3-6cd6ef451425,unattributed,unattributed,,,,menu.view,,2018-09-28T09:00:03+09:00,8c3f42c6-f540-4432-9098-2ae1780e4c16,False,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,CF158902-95FA-422D-826C-B8EA9EFF421A,,,,,,,,2018-09-28T09:00:03+09:00,0f8f3627-e051-4aad-a261-b8c456434b8c,,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4,B867B701-B0AA-4013-A422-236BD64CDE4D,,,,,,,,2018-09-28T09:00:04+09:00,390d767c-00fd-40cd-a390-9832eba75447,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,CF158902-95FA-422D-826C-B8EA9EFF421A,unattributed,unattributed,,,,home.view,,2018-09-28T09:00:05+09:00,2824d795-1999-4280-a173-54343d0b7271,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.2,A60BA078-7FF3-46A8-9C33-509D08A4C741,unattributed,unattributed,,,,seller_selling_history.view,,2018-09-28T09:00:06+09:00,3d2f8187-165f-4770-be9c-6e5b7ce8179b,False,True
foreground,,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.4.1,78B0879B-FF08-46CC-B5DE-BC74421318DF,,,,,,,,2018-09-28T09:00:06+09:00,32677201-03b2-4fc2-a8a1-25a7b28d3593,,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,651895DB-9132-4E68-924B-20A1F5D5ED8F,,,,,,,,2018-09-28T09:00:06+09:00,607a6b20-5c14-440f-a6b9-0b036afd47b3,,True
goal,False,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.4.1,78B0879B-FF08-46CC-B5DE-BC74421318DF,unattributed,unattributed,,,,menu.view,,2018-09-28T09:00:07+09:00,97469f93-e8a3-46fc-be84-be309e22d19e,False,True
goal,False,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.4.1,78B0879B-FF08-46CC-B5DE-BC74421318DF,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-28T09:00:07+09:00,24be9f0d-6d9a-48ee-a7d4-635a91a09efc,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.2,A60BA078-7FF3-46A8-9C33-509D08A4C741,unattributed,unattributed,,,,menu.view,,2018-09-28T09:00:08+09:00,5498156d-dc68-47ab-a3e8-fda879f1514c,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,0AD9C3C2-F436-488F-9589-0FC7895CDF89,viral,WEB,,,,category_gig.view,4.0,2018-09-28T09:00:08+09:00,463e2e44-09f2-4c8b-9c3c-60db2b082326,False,True
goal,False,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.4.1,C5491297-F473-4C2A-941D-36732EA118EB,unattributed,unattributed,,,,home.view,,2018-09-28T09:00:09+09:00,0c8c5c93-b388-4177-adfa-dfcdf77bfbb5,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,39491372-12C1-42A1-83E3-513F016F6C00,,,,,,,,2018-09-28T09:00:09+09:00,ccb732ad-1abc-4a23-a4a1-d71d05614e65,,True
background,,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,2628eda7-dca4-4033-b9f3-6cd6ef451425,,,,,,,,2018-09-28T09:00:10+09:00,4bb2564c-0016-456b-a872-436070b550ea,,True
goal,True,com.kmong.kmong,3.3.5,SM-G925S,samsung,Android7.0,300d1d98-390c-45b9-8c0b-5ed0e08790b6,unattributed,unattributed,,,,gig_detail.view,21701.0,2018-09-28T09:00:10+09:00,c2632d48-1402-4e34-888b-fe60ced0a017,False,True
launchInSession,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,39491372-12C1-42A1-83E3-513F016F6C00,,,,,,,,2018-09-28T09:00:12+09:00,69cf5ffc-f8c6-4f91-9432-838a9f4d361a,,False
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.2,A60BA078-7FF3-46A8-9C33-509D08A4C741,,,,,,,,2018-09-28T09:00:12+09:00,481ec1e0-f366-44f6-b4d6-8d7be7a74258,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,0AD9C3C2-F436-488F-9589-0FC7895CDF89,viral,WEB,,,,home.view,,2018-09-28T09:00:12+09:00,0334358c-1c19-4dd6-b57b-90bca3fb4eb2,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,0AD9C3C2-F436-488F-9589-0FC7895CDF89,,,,,,,,2018-09-28T09:00:13+09:00,dfb89596-156c-44b0-9b0e-878b7a9771cd,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,39491372-12C1-42A1-83E3-513F016F6C00,unattributed,unattributed,,,,home.view,,2018-09-28T09:00:13+09:00,5cd8b87a-a123-44f3-9e65-4a7d88fdc697,False,True
