eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,d4ba8033-6316-441e-8faf-18b3c9043c32,unattributed,unattributed,,,,inbox.view,,2018-09-28T10:00:00+09:00,555b6160-bd30-4aeb-b1bb-f6a4b8bbac05,False,True
launch,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,CD7E2D1B-AABB-4BAF-98F5-C0BA3D925EBF,unattributed,unattributed,,,,,,2018-09-28T10:00:00+09:00,fee14f30-dc03-41d9-bec4-37f543226820,False,False
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,5FD1FDEB-2BE1-4A1A-B5BE-6E0B1D09F18A,unattributed,unattributed,,,,gig_detail.view,20307.0,2018-09-28T10:00:00+09:00,967b1c40-9e24-4633-85ef-76121f5c1e49,True,True
goal,False,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,f51f38c2-e819-4b61-88c9-26629b929fcd,unattributed,unattributed,,,,gig_detail_option.click,40101.0,2018-09-28T10:00:00+09:00,e0603735-4b8d-4ead-88bd-717c4b7b6612,False,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4,D9D8273E-D3F6-4938-9DF2-0DFAD6821B57,,,,,,,,2018-09-28T10:00:00+09:00,6218da6b-da94-4a24-a408-1ce98e186491,,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,F9FB7BF3-02D3-4F9A-BA39-5218B32C540E,,,,,,,,2018-09-28T10:00:00+09:00,85cb6083-c98d-472c-a515-15b2e67f3759,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,0667E0AD-923F-463D-834A-D5D81339C3E1,unattributed,unattributed,,,,seller_gig.click,,2018-09-28T10:00:00+09:00,7498260d-63eb-4ec8-a2ff-5e3915dd9e5b,False,True
launch,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,97EB5FB4-065D-47E1-8F12-E871FF9BE73C,unattributed,unattributed,,,,,,2018-09-28T10:00:00+09:00,4f5e1fa2-64da-49e5-b12b-14f75b8b5d92,False,False
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,0DB4BD3A-9127-40F5-99C6-279775A7EE01,,,,,,,,2018-09-28T10:00:01+09:00,b0fb7f99-1391-44e4-9711-c956e4398afa,,True
background,,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android7.0,7df769a9-1b0c-4dfb-a396-58a52c8ed416,,,,,,,,2018-09-28T10:00:01+09:00,2429274d-f426-42c4-92de-3472b766f457,,True
background,,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,6583603b-c1b7-41ca-946d-8221165cd146,,,,,,,,2018-09-28T10:00:01+09:00,dac01242-4821-4ab2-83ef-5262661fae5b,,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,d4ba8033-6316-441e-8faf-18b3c9043c32,unattributed,unattributed,,,,menu.view,,2018-09-28T10:00:01+09:00,dc2bb0f2-7d97-4888-aabc-23aa0010a599,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,0667E0AD-923F-463D-834A-D5D81339C3E1,unattributed,unattributed,,,,gig_detail.view,10802.0,2018-09-28T10:00:01+09:00,910a7ba2-765d-416e-a507-e7f18e326838,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,F9FB7BF3-02D3-4F9A-BA39-5218B32C540E,,,,,,,,2018-09-28T10:00:01+09:00,153f5b61-7c9b-44e9-a325-7f211b858aaf,,True
