eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,F36FAA62-ADAC-4AA5-9B00-1FD6CB7EE957,unattributed,unattributed,,,,home.view,,2018-09-28T00:00:00+09:00,fd2a188c-bc9b-4702-9c47-b546b2614817,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N935S,samsung,Android7.0,8a871e50-0717-4aed-9bad-04ac3c3793be,unattributed,unattributed,,,,gig_detail.view,41201.0,2018-09-28T00:00:00+09:00,e62dccef-dd70-4415-8a33-c8324ddaed38,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,A9E5778A-8F3D-4597-9718-74BF953A9F64,unattributed,unattributed,,,,inbox_detail.view,,2018-09-28T00:00:00+09:00,14eb3197-db83-493a-b7be-83582960c40b,False,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,168761CB-CB67-4592-867D-52780D651297,,,,,,,,2018-09-28T00:00:01+09:00,f9bb91af-248b-44dc-9f5c-1c00b37ea97b,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,ACABB7C0-4C76-413A-B314-E5D6DA0D0E5D,viral,WEB,,,,buyer_order_track.view,,2018-09-28T00:00:02+09:00,236e9946-7801-4898-b609-06c8ab1139dc,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G955N,samsung,Android8.0.0,6d1ea29b-5d5d-4c33-b2cf-7c68b41ce638,unattributed,unattributed,,,,home.view,,2018-09-28T00:00:02+09:00,db8ce65f-3707-4c1b-8361-51bcb9d4ecd9,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N935S,samsung,Android7.0,8a871e50-0717-4aed-9bad-04ac3c3793be,unattributed,unattributed,,,,gig_detail.view,41201.0,2018-09-28T00:00:02+09:00,a6d462c3-d4a3-4a2c-8942-88f2cae0012e,False,True
launch,False,com.kmong.kmong,3.3.5,SM-G930S,samsung,Android8.0.0,a3b89a23-034a-4f4c-8414-adda3dc711cd,unattributed,unattributed,,,,,,2018-09-28T00:00:02+09:00,be1137d1-bf1d-4e42-8ad2-ae0d98bf3c03,False,False
background,,com.kmong.kmong,3.3.5,SM-G960N,samsung,Android8.0.0,75bd8d01-c903-446b-bed5-fdba742bde2c,,,,,,,,2018-09-28T00:00:03+09:00,d75ee65f-a82f-40a6-b123-93afd0a703fb,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,168761CB-CB67-4592-867D-52780D651297,unattributed,unattributed,,,,buyer_order_history.view,,2018-09-28T00:00:03+09:00,e646eb49-3288-4379-8994-daaf6de1fec3,False,True
goal,False,com.kmong.kmong,3.3.3,SM-A530N,samsung,Android7.1.1,0e5dec96-3f73-4542-b6b6-2031fb2171ad,unattributed,unattributed,,,,home.view,,2018-09-28T00:00:03+09:00,ff3f2e83-13ea-46af-a500-73811ed4ecc9,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N935S,samsung,Android7.0,8a871e50-0717-4aed-9bad-04ac3c3793be,unattributed,unattributed,,,,gig_detail.view,41201.0,2018-09-28T00:00:03+09:00,7d06d33e-cd1f-4064-a3d3-cb947424ff97,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,3079199D-04F0-4E4B-A9E2-4A0C26C194BF,unattributed,unattributed,,,,inbox.view,,2018-09-28T00:00:04+09:00,c66c6b19-e28e-4618-9a22-a6d5f05cec02,False,True
goal,False,com.kmong.iOS,4.0.3,iPhone,Apple,iOS12.0,5A5BD32B-66AF-467C-8198-A8EED04B0571,viral,WEB,,,,search_gig.view,,2018-09-28T00:00:04+09:00,6dd81c41-2a10-442c-99d6-927aa14d8ced,False,True
exit,,com.kmong.kmong,3.3.3,SM-A530N,samsung,Android7.1.1,0e5dec96-3f73-4542-b6b6-2031fb2171ad,,,,,,,,2018-09-28T00:00:04+09:00,70bf37db-6b78-4c08-b862-375e77bbe98f,,True
goal,False,com.kmong.kmong,3.3.5,SM-G955N,samsung,Android8.0.0,6d1ea29b-5d5d-4c33-b2cf-7c68b41ce638,unattributed,unattributed,,,,category_gig.view,4.0,2018-09-28T00:00:04+09:00,9bc93e1a-ec4b-4754-8d5a-c51d1dce570c,False,True
