eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,5EC478AD-A665-496B-AD3F-A0F4877391D5,unattributed,unattributed,,,,inbox_detail.view,,2018-09-28T04:00:01+09:00,563b643e-fb41-4b7a-8d76-15a341c7c405,False,True
goal,True,com.kmong.kmong,3.3.2,LGM-V300L,LGE,Android8.0.0,0762f436-7ae3-40aa-9f94-36fa1a23d772,unattributed,unattributed,,,,gig_detail.view,20302.0,2018-09-28T04:00:01+09:00,8d52c044-30d0-43bb-9c7c-3842644ff996,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.0.2,7B40F131-F634-43ED-A3FE-9B7C0498E217,unattributed,unattributed,,,,gig_detail.view,10201.0,2018-09-28T04:00:04+09:00,60e94ec0-df96-4422-9348-d336d6e8e10a,False,True
goal,False,com.kmong.kmong,3.3.2,LGM-V300L,LGE,Android8.0.0,0762f436-7ae3-40aa-9f94-36fa1a23d772,unattributed,unattributed,,,,category_gig.view,203.0,2018-09-28T04:00:05+09:00,e11b9670-fa50-4145-ba4b-7ea6707761b0,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.0.2,7B40F131-F634-43ED-A3FE-9B7C0498E217,unattributed,unattributed,,,,search_gig.view,,2018-09-28T04:00:09+09:00,f02f4d52-63e4-4e86-b389-c7bd3cdf435f,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,f1b58055-df26-42c7-a1c2-e9f916968448,paid,google.adwords,1569347016,,,category_gig.view,923.0,2018-09-28T04:00:09+09:00,200a9ee7-4cda-4cb1-ba22-023278305794,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,c10f3b97-4bdf-4668-948b-6b044cf8295f,unattributed,unattributed,,,,category_gig.view,222.0,2018-09-28T04:00:10+09:00,ccc04fe9-a864-4ab3-b6f4-0e0ad07d3ce8,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.0.2,7B40F131-F634-43ED-A3FE-9B7C0498E217,unattributed,unattributed,,,,gig_detail.view,10201.0,2018-09-28T04:00:11+09:00,40ed190b-ad1b-4141-95ad-5ead31b4b72b,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,5EC478AD-A665-496B-AD3F-A0F4877391D5,unattributed,unattributed,,,,inbox_detail.view,,2018-09-28T04:00:11+09:00,bc9f2578-5c5c-41d7-80f9-af3388af0c9e,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.0.2,7B40F131-F634-43ED-A3FE-9B7C0498E217,unattributed,unattributed,,,,search_gig.view,,2018-09-28T04:00:13+09:00,1cdcf42d-94f4-45aa-8559-14552ce167ee,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,f1b58055-df26-42c7-a1c2-e9f916968448,paid,google.adwords,1569347016,,,category_gig.view,903.0,2018-09-28T04:00:13+09:00,3f9e9a10-b730-46f7-8d44-92e301e58647,False,True
background,,com.kmong.kmong,3.3.2,SM-N916S,samsung,Android6.0.1,a5d51610-a835-48c9-9bbb-be481c401e72,,,,,,,,2018-09-28T04:00:15+09:00,82fc3b9c-f853-485f-9091-301dc150cd58,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.0.2,7B40F131-F634-43ED-A3FE-9B7C0498E217,unattributed,unattributed,,,,gig_detail.view,10201.0,2018-09-28T04:00:19+09:00,49cc61e9-59c1-4ef6-86af-afa729f1df67,False,True
launchInSession,,com.kmong.kmong,3.3.2,SM-N916S,samsung,Android6.0.1,a5d51610-a835-48c9-9bbb-be481c401e72,,,,,,,,2018-09-28T04:00:20+09:00,f211debe-c115-4dac-9abb-be989a1bf348,,False
goal,False,com.kmong.kmong,3.3.2,SM-N916S,samsung,Android6.0.1,a5d51610-a835-48c9-9bbb-be481c401e72,unattributed,unattributed,,,,home.view,,2018-09-28T04:00:20+09:00,3e9f7352-2207-4148-8e6c-af6c42af6284,False,True
exit,,com.kmong.kmong,3.3.2,SM-N916S,samsung,Android6.0.1,a5d51610-a835-48c9-9bbb-be481c401e72,,,,,,,,2018-09-28T04:00:21+09:00,b97917f5-bc36-4b1b-ac5a-54b47c3c70aa,,True
goal,True,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,f1b58055-df26-42c7-a1c2-e9f916968448,paid,google.adwords,1569347016,,,category_gig.view,906.0,2018-09-28T04:00:26+09:00,994b3597-24ed-4b58-b33e-9253cfe5db42,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,f1b58055-df26-42c7-a1c2-e9f916968448,paid,google.adwords,1569347016,,,category_gig.view,927.0,2018-09-28T04:00:28+09:00,abae9287-8c86-4e06-81f0-433c7dc42c43,False,True
goal,True,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,c10f3b97-4bdf-4668-948b-6b044cf8295f,unattributed,unattributed,,,,gig_detail.view,22203.0,2018-09-28T04:00:28+09:00,f25bc12d-591a-488c-8d17-bd9e37e4b7a2,False,True
goal,True,com.kmong.kmong,3.3.5,SM-T580,samsung,Android7.0,2796621a-c24c-425f-b7e1-615e392f2990,viral,WEB,,,,category_gig.view,1.0,2018-09-28T04:00:29+09:00,9f9921d3-f0d3-488a-9d8a-c2bae0f2ecbe,True,True
goal,True,com.kmong.kmong,3.3.2,LGM-V300L,LGE,Android8.0.0,0762f436-7ae3-40aa-9f94-36fa1a23d772,unattributed,unattributed,,,,gig_detail.view,20303.0,2018-09-28T04:00:30+09:00,76fbada4-4048-48d6-99b9-0ff6e9450d8a,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,f1b58055-df26-42c7-a1c2-e9f916968448,paid,google.adwords,1569347016,,,category_gig.view,921.0,2018-09-28T04:00:30+09:00,346e76f4-3485-4f62-83ad-95a0f95159eb,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,c10f3b97-4bdf-4668-948b-6b044cf8295f,unattributed,unattributed,,,,category_gig.view,222.0,2018-09-28T04:00:33+09:00,3df2c9a6-0ea6-47ec-a110-ddc3ecb4e3b6,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,f1b58055-df26-42c7-a1c2-e9f916968448,paid,google.adwords,1569347016,,,category_gig.view,922.0,2018-09-28T04:00:34+09:00,30994d57-1e19-4fda-9087-8c17c65e8d3e,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,f1b58055-df26-42c7-a1c2-e9f916968448,paid,google.adwords,1569347016,,,category_gig.view,925.0,2018-09-28T04:00:37+09:00,a2cfb8da-0650-457a-832a-3258e56870eb,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,5EC478AD-A665-496B-AD3F-A0F4877391D5,unattributed,unattributed,,,,inbox_detail.view,,2018-09-28T04:00:37+09:00,fe35a7f3-d262-4fd3-aa93-087b9996ff60,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,f1b58055-df26-42c7-a1c2-e9f916968448,paid,google.adwords,1569347016,,,category_gig.view,926.0,2018-09-28T04:00:39+09:00,e59f4dfb-092e-4dfd-9d8e-24052a5c3971,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,f1b58055-df26-42c7-a1c2-e9f916968448,paid,google.adwords,1569347016,,,category_gig.view,912.0,2018-09-28T04:00:41+09:00,e7d6c86b-8484-4049-92cb-675e088b7d2f,False,True
goal,True,com.kmong.kmong,3.3.2,LGM-V300L,LGE,Android8.0.0,0762f436-7ae3-40aa-9f94-36fa1a23d772,unattributed,unattributed,,,,category_gig.view,20303.0,2018-09-28T04:00:42+09:00,52111fef-22e1-43e1-afdf-280a8430b999,False,True
