id,STAR_WHITE_DWARF,STAR_CATY_VAR,STAR_BROWN_DWARF,SERENDIPITY_RED,REDDEN_STD,STAR_BHB,GALAXY,SERENDIPITY_DISTANT,QSO,SKY,STAR_RED_DWARF,ROSAT_D,STAR_PN,SERENDIPITY_FIRST,STAR_CARBON,SPECTROPHOTO_STD,STAR_SUB_DWARF,SERENDIPITY_MANUAL,SERENDIPITY_BLUE
199991,0.008583502969232699,0.009158901934321588,0.007703837399712989,0.0109771991502855,0.007803252619571223,0.0076782505155850245,0.00798458777152764,0.007740174696551011,0.02622511336999139,0.0076167058549190874,0.007687509104909945,0.007736508504518658,0.00767069279606459,0.007820280252214028,0.007758656362901355,0.007617915480955754,0.8366667981585391,0.00789563622057119,0.007674478700272512
199992,0.02090721148594656,0.31770341040413197,0.010962207324753915,0.21493041371449106,0.013399949875517202,0.011661522023450097,0.27875553593125574,0.010559700846830423,0.010778447054905792,0.010453537640824859,0.010857457014536743,0.011668947911491208,0.010599376825949513,0.011185603095167009,0.010991581737223035,0.010449892633642042,0.012276659177036168,0.01084643110416808,0.011012125374549523
199993,0.8663471570915444,0.008550715586302165,0.007331482005856073,0.011890201852611268,0.006931199599688514,0.007023670902461782,0.006996647954903999,0.006862732583690047,0.006887123135698412,0.006848561159192028,0.006897351348316234,0.007920969439264217,0.00686679820091964,0.00784936541493893,0.006953471086316307,0.0068502482752212344,0.006899238764364737,0.0068640230698837935,0.007229048737643286
199994,0.009582988822402256,0.10894284540352879,0.009344359972532542,0.025296414676171025,0.6950566018316472,0.014196407942876748,0.025974432831364903,0.009212979105043506,0.009246872157120363,0.009138204247267854,0.00930138671902139,0.009950537246605785,0.00919785880653809,0.00928395212682282,0.009418740597101594,0.009138764821500181,0.009226793048010195,0.009151394225231762,0.009338457968632497
199995,0.007490715377052182,0.016561894433589994,0.006884736377342031,0.010047052534629472,0.006959843609741696,0.006877126798338569,0.007548957060382642,0.006914207157106562,0.007985553091259841,0.006818967183381205,0.006871118516875391,0.006936361075110596,0.006841524770969239,0.007017156980994511,0.006889031958348606,0.006820305664611548,0.8607800653939948,0.006869951334805419,0.0068854288188207125
199996,0.009487187625627056,0.01954711662694434,0.7805290763849487,0.031071839864604118,0.010210392633913974,0.009650625238751128,0.008838538560440258,0.008609151949152226,0.00869017737177982,0.00857957982422667,0.008716714790422088,0.03390830340146262,0.008629846765354275,0.008911976447312382,0.00898154422727037,0.008580147502076346,0.0087182382095072,0.0085989751676328,0.009740558095347721
199997,0.009415254257192987,0.03560075400044254,0.009268459394550484,0.013183564093317807,0.5677986184288145,0.22026616540017543,0.01255876988870786,0.02919175816085433,0.009209125122885879,0.009142166809552378,0.009241748552829469,0.009829620764037894,0.0091790781724283,0.009227700186344907,0.00985672786973609,0.009143876715276762,0.009198446449267442,0.009150823819929333,0.009537337567483614
199998,0.008107590014549297,0.010317457563146249,0.007147530240794381,0.009471599665393023,0.007595775379754967,0.008036563849862706,0.007102066825552859,0.007014394928248406,0.007047346458262697,0.006997038650579334,0.8508541988396824,0.020317582747332166,0.007024818237952282,0.0071635106749637885,0.007101107993149822,0.006998556309567832,0.00717277572770834,0.0070635225338456335,0.0074665627387721575
199999,0.871257482070854,0.011171423963702935,0.006864774441420244,0.0072675164039118665,0.006913353307858006,0.006908852664161319,0.006926072831120725,0.006857781803594611,0.006859713412433834,0.006847729149172058,0.006863368529924144,0.007146058368005098,0.0068542748709469045,0.006876744089388543,0.006879409221534236,0.006849865875578218,0.0068603464184812364,0.006851347692150118,0.006943871226364206
200000,0.010055340885050232,0.2514492276486369,0.009579863597505964,0.05959780495023659,0.4636460681474128,0.019595849875581318,0.05223284962773495,0.00904746184964903,0.009286372944142338,0.008963678689131532,0.009453366786243539,0.018193442696032198,0.00913992844519571,0.009383972255006154,0.017279398284228486,0.008956791287849384,0.009217929913864392,0.009005882054714268,0.015914776891483007
200001,0.01823338877649538,0.01454691235013583,0.007754273355130383,0.019225080548567388,0.007682246208175617,0.007912962873479305,0.0077871838177636385,0.0074135638632687045,0.0075189369390281716,0.007367714386459146,0.007662834923382781,0.00929451227306785,0.007442153516219908,0.017836879686250032,0.8190713452059927,0.007367552483323971,0.007946423122920229,0.0090447877066676,0.008891255414252142
200002,0.8731604969719872,0.008414594666547745,0.006888338224831321,0.007786936304698203,0.006979473316994042,0.006941761430331838,0.007235768317288292,0.0068608823568446125,0.006872606815411657,0.00684839922745201,0.006877172319530459,0.006927788477074685,0.0068606047873724756,0.006903751309272528,0.006913498646537144,0.006850295499523724,0.0068704995045261105,0.00685586517691971,0.006951258575393964
200003,0.18601652837870067,0.33255074452803973,0.014957975576860712,0.11009980228783432,0.018764432807435418,0.01742714219383328,0.14655979754466517,0.01348339125032814,0.014065848704731635,0.013299831497396762,0.014464504552738913,0.01880925479499678,0.013717823936909465,0.014143086167208004,0.015647941241764007,0.013284184801534581,0.013969953890459278,0.013409306575423186,0.0153284604450109
200004,0.006671685691218658,0.8620519636997779,0.006606707505559116,0.006972525064270069,0.02416437082223001,0.006833890388834633,0.00744099547470417,0.006603419073790875,0.0066004706806089145,0.006592073958508717,0.006603027016734194,0.006645390177672689,0.006596966875172999,0.006603308911455577,0.00661112877904746,0.006594163836071972,0.00660177473581875,0.00659416885274584,0.006611956659024934
200005,0.8703544115376266,0.008867977782553597,0.006939281314917158,0.008577208838223953,0.007032794733650545,0.007044558929414202,0.007070595519858078,0.006864094810188186,0.006892144617437964,0.006848899681855823,0.006896077619721559,0.007803612199166695,0.006868709304508492,0.0070794752185444525,0.006958868949309084,0.006850504600054693,0.006902896923143459,0.006863039886942426,0.007284848153764646
200006,0.007511048177278195,0.007867377487671029,0.007029599290197699,0.008313938427257993,0.0070865772906691694,0.007026531545865094,0.007221536129905427,0.007020666730604508,0.014474488259452313,0.0069793731306602306,0.00701900752306546,0.007055227354249748,0.007142098081205034,0.007090730455833995,0.007032858342031967,0.006981008046533628,0.8631083182096981,0.00701832365324279,0.007021288139287193
200007,0.869856090076182,0.009130815002191492,0.00689352299642653,0.009553684726795157,0.007010364468442661,0.006938268661009143,0.008202811334977448,0.006856698998062418,0.006870444911006467,0.0068386686923335065,0.006878026394520922,0.006915598383073176,0.006853787957735642,0.00686840049602893,0.006906912022277507,0.006840683164130563,0.006865269547881733,0.006846728369805385,0.006873212000366509
200008,0.7609664345548922,0.01512381523160744,0.00831104712591216,0.021527627434881794,0.008393256708590877,0.008451324622817245,0.07732074739322926,0.008140469830208882,0.008235993163059212,0.008108933769036162,0.008267424405954939,0.008470826180932967,0.008167759223643165,0.00912506296470982,0.008323087898127407,0.008109346620472671,0.008283427893004638,0.008254179374260224,0.008419239950830987
200009,0.009148117957030062,0.11195189868129235,0.008883758210189672,0.020998150411185038,0.011289056739271539,0.01091708922855962,0.012318111180080686,0.008586940549475426,0.008719179555863784,0.008537381430575957,0.008812279048537078,0.7089601435104766,0.008636849071992662,0.00903952971628831,0.010248436685390171,0.008535542602456127,0.008682312749042269,0.008560290677745434,0.01717491957691289
